,Unnamed: 0,City,Job title,Company name,Location,Salary,tech skills,og_salary_period,salary_category,above_med_sal,technical skills
3350,3754,Seattle,Cellular Production Associate I-III. Cell Therapy,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,documentation operations analytical manufacturing_operations data databases health research change_control validation quality_assurance supervision,,no category,,databases
3351,3755,Seattle,Migration Analysis Consultant,Amazon.com,"Seattle, WA",,oracle data_scientist analytical cloud software_development agile computer_science data large cloud_computing data_collection sdlc distributed_computing life_cycle amazon_web_services enterprise_applications consulting mathematics statistics problem_solving aws business_intelligence,,no category,,cloud agile amazon_web_services mathematics statistics aws
3352,3756,Seattle,Sr. Statistician,Expedia,"Bellevue, WA 98004 (Downtown area)",,segmentation machine_learning data_mining machine predictive statistical_programming operations analytical social_media predictive_modeling strong_communication_skills statistical sas communication_skills data ideas design python data_management statistics modeling algorithms statistical_analysis programming statistical_software analytical_techniques research sql marketing data_analysis r_lang,,no category,,machine_learning data_mining sas communication_skills python statistics algorithms sql marketing r_lang
3353,3757,Seattle,"Mgr Product Management, Home Innovation",Amazon.com,"Seattle, WA",,product_management strategy machine_learning machine analytical retail computer_science data design marketing big_data analytics technology,,no category,,machine_learning marketing
3354,3758,Seattle,Prototyping Engineer - CTO Office - Intern,HERE Technologies,"Seattle, WA",,artificial_intelligence strategy machine_learning machine operations_research documentation vba operations data_governance cloud core_data data ideas coding bi design prototype enterprise_applications go neural_networks algorithms programming tableau research big_data technology data_science,,no category,,artificial_intelligence machine_learning cloud go neural_networks algorithms tableau
3355,3759,Seattle,Director of Data Acquisition,Textio,"Seattle, WA 98104 (First Hill area)",,machine_learning machine predictive nlp acquisition data design python sql user_experience r_lang,,no category,,machine_learning nlp python sql r_lang
3356,3760,Seattle,Analytics Technical Project / Product Manager,Logic20/20,"Seattle, WA 98115 (Wedgwood area)",,product_management database cloud retail software_development agile computer_science data ideas data_warehousing design consulting azure verbal_communication service aws tools project_management big_data analytics technology data_science,,no category,,database cloud agile aws project_management
3357,3761,Seattle,Animal Vet Technician,One Federal Solution,"Seattle, WA",,cleaning data testing databases evaluation health research,,no category,,databases
3358,3762,Seattle,Software Development Engineer - Alexa Customer Behavior,Amazon.com,"Seattle, WA",,c machine_learning machine documentation java rest cloud strong_communication_skills agile computer_science communication_skills data large testing data_structures coding design languages prototype python mathematics statistics c algorithms product_development tools spark technology software_engineering unit_testing,,no category,,machine_learning java rest cloud agile communication_skills python mathematics statistics algorithms spark
3359,3763,Seattle,Software Development Engineer - Elastic Networking,Amazon.com,"Seattle, WA",,c_lang strategy chash_lang java operations cloud software_development computer_science networking data testing data_structures coding distributed_computing life_cycle design cpp_lang algorithm service end_user programming problem_solving perl software_engineering,,no category,,c_lang chash_lang java cloud cpp_lang algorithm perl
3360,3764,Seattle,Software Development Engineer - EC2 Networking,Amazon.com,"Seattle, WA",,c_lang strategy chash_lang java operations cloud software_development computer_science networking data testing data_structures coding distributed_computing life_cycle design cpp_lang algorithm service end_user programming problem_solving perl software_engineering,,no category,,c_lang chash_lang java cloud cpp_lang algorithm perl
3361,3765,Seattle,Software Development Engineer - Advertising Platform,Amazon.com,"Seattle, WA",,c_lang designing product_management chash_lang machine_learning data_mining machine java database analytical cloud javascript retail agile computer_science communication_skills data large written_communication sdlc css design databases unix modeling object_oriented_design cpp_lang advertising programming sql tools validation html big_data linux analytics,,no category,,c_lang chash_lang machine_learning data_mining java database cloud javascript agile communication_skills written_communication databases unix cpp_lang sql linux
3362,3766,Seattle,Software Development Engineer - Browse,Amazon.com,"Seattle, WA",,c oracle big_data_analytics strategy chash_lang mysql java operations database retail software_development computer_science data testing data_structures coding hibernate life_cycle design object_oriented_design cpp_lang data_analytics algorithms problem_solving research aws spark hive big_data linux analytics hadoop business_intelligence software_engineering,,no category,,chash_lang java database cpp_lang algorithms aws spark hive linux hadoop
3363,3767,Seattle,RESEARCH IT MANAGEMENT ANALYST,University of Washington Medical Center,"Seattle, WA",,business_operations service_level documentation operations grammar flow database analytical healthcare computer_science statistical communication_skills data risk_management written_communication insurance design databases evaluation health service forecasting tableau research tools project_management access visualization excel analytics technology information_technology,,no category,,database communication_skills written_communication databases tableau project_management visualization excel
3364,3768,Seattle,Machine Learning Software Engineer - Advanced Development Programs,Blue Origin,"Kent, WA",,c artificial_intelligence machine_learning machine simulation java rest matlab software_development computer_science communication_skills data large ideas design amazon_web_services languages prototype python databases mathematics c algorithm tensorflow algorithms problem_solving research aws sql tools linux data_processing r_lang,,no category,,artificial_intelligence machine_learning java rest matlab communication_skills amazon_web_services python databases mathematics algorithm tensorflow algorithms aws sql linux r_lang
3365,3769,Seattle,Senior Machine Learning Graphics Engineer,Unity Technologies,"Seattle, WA",,c chash_lang machine_learning machine image_processing gan rnn computer_vision industry_research cnn strong_communication_skills computer_science communication_skills recruitment design python modeling c tensorflow algorithms research tools visualization technology deep_learning,,no category,,chash_lang machine_learning gan communication_skills python tensorflow algorithms visualization deep_learning
3366,3770,Seattle,Language Engineer,Amazon.com,"Seattle, WA",,machine_learning machine database rest analytical cloud matlab data data_collection design languages python unix modeling scripting algorithms programming research sql tools perl data_analysis data_processing technology r_lang,,no category,,machine_learning database rest cloud matlab python unix scripting algorithms sql perl r_lang
3367,3771,Seattle,Software Development Engineer-AWS-DynamoDB,Amazon.com,"Seattle, WA",,c designing data_scientist strategy chash_lang java database software_development computer_science statistical communication_skills data large written_communication utilization data_structures coding life_cycle design amazon_web_services databases health cpp_lang algorithms statistical_analysis service aws sql tools project_management nosql access data_analysis big_data excel linux supervision technology,,no category,,chash_lang java database communication_skills written_communication amazon_web_services databases cpp_lang algorithms aws sql project_management nosql excel linux
3368,3772,Seattle,"Software Development Engineer, AWS Lex",Amazon.com,"Seattle, WA",,c natural_language_processing chash_lang machine_learning data_mining machine java operations nlp software_development computer_science statistical data testing data_structures coding life_cycle design python c algorithm algorithms statistical_analysis programming problem_solving tools perl machine_learning_algorithms deep_learning software_engineering,,no category,,natural_language_processing chash_lang machine_learning data_mining java nlp python algorithm algorithms perl deep_learning
3369,3773,Seattle,Research Administrator III,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,data monitoring health auditing finance research excel strategic_planning,,no category,,excel
3370,3774,Seattle,"Program Manager, Data Activation",Nintendo of America Inc.,"Redmond, WA",,strategy predictive operations predictive_modeling statistical data large testing consulting modeling business_analysis data_visualization statistical_analysis service dashboards programming tableau website sql tools visualization marketing analytics ds™,,no category,,data_visualization tableau sql visualization marketing
3371,3775,Seattle,Bioinformatics Scientist I/Developer,Nanostring Technologies,"Seattle, WA 98109 (Westlake area)",,chash_lang oracle c mysql algorithm_development database analytical cloud software_development agile communication_skills data business_analyst written_communication languages python databases unix go c algorithm algorithms programming website research tools perl linux technology r_lang,,no category,,chash_lang database cloud agile communication_skills written_communication python databases unix go algorithm algorithms perl linux r_lang
3372,3776,Seattle,Tehnical Program Manager - Amazon Customer Service Central,Amazon.com,"Seattle, WA",,product_management artificial_intelligence machine_learning machine operations software_development agile computer_science communication_skills data large written_communication design service change_control tools technology,,no category,,artificial_intelligence machine_learning agile communication_skills written_communication
3373,3777,Seattle,Software Development Engineer - Amazon Videos Customer Engagement Channels,Amazon.com,"Seattle, WA",,c designing data_scientist c machine_learning machine java social_media javascript software_development computer_science data data_structures coding design languages python databases unix object_oriented_design c algorithm algorithms programming perl ruby marketing apache linux,,no category,,machine_learning java javascript python databases unix algorithm algorithms perl ruby marketing linux
3374,3778,Seattle,Software Test Engineer – Data Services,Intellectual Ventures Management,"Bellevue, WA",,strategy automation simulation mysql database cloud test_cases github software_development computer_science data monitoring testing cloud_computing quantitative_analysis sdlc design amazon_web_services mathematics test_engineer modeling health azure service research sql tools ms_sql validation ms_sql_server data_analysis postgresql linux sql_server data_science,,no category,,database cloud amazon_web_services mathematics sql linux
3375,3779,Seattle,SDE III - Bits | Twitch,Amazon.com,"Seattle, WA",,java javascript computer_science communication_skills data design programming ruby user_experience,,no category,,java javascript communication_skills ruby
3376,3780,Seattle,Principal Computer Vision Research Scientist,Coupang(TECH),"Seattle, WA",,c_lang big_data_analytics image_processing java operations computer_vision javascript retail strong_communication_skills software_development agile communication_skills data large sales ideas data_collection insurance amazon_web_services python statistics modeling cpp_lang algorithm tensorflow data_analytics algorithms verbal_communication service product_development programming research opencv aws spark big_data analytics hadoop data_processing technology deep_learning,,no category,,c_lang java javascript agile communication_skills amazon_web_services python statistics cpp_lang algorithm tensorflow algorithms aws spark hadoop deep_learning
3377,3781,Seattle,Data Scientist / Engineer,Analytic Recruiting,"Bellevue, WA",,c data_scientist machine_learning data_mining machine predictive crm java database computer_science data large design languages python databases mathematics statistics modeling cpp_lang algorithms programming sql tools spark marketing machine_learning_algorithms hadoop data_science r_lang,,no category,,machine_learning data_mining java database python databases mathematics statistics cpp_lang algorithms sql spark marketing hadoop r_lang
3378,3782,Seattle,"Sr. Software Development Engineer, Business Intelligence",Amazon.com,"Seattle, WA",,chash_lang natural_language_processing designing big_data_analytics strategy chash_lang machine_learning data_mining machine java operations retail software_development computer_science data troubleshooting testing coding life_cycle design amazon_web_services python databases data_analytics programming research tools spark nosql big_data analytics hadoop business_intelligence software_engineering,,no category,,chash_lang natural_language_processing chash_lang machine_learning data_mining java amazon_web_services python databases spark nosql hadoop
3379,3783,Seattle,"Scientist I/ Scientist II, Analytical Development",Omeros Corporation,"Seattle, WA",,analytical communication_skills data large troubleshooting testing verbal_communication human_resources research,,no category,,communication_skills
3380,3784,Seattle,Nephrology – Senior Fellow,University of Washington,"Seattle, WA",,documentation data testing design research supervision life_sciences,,no category,,
3381,3785,Seattle,Environmental Scientist 1,CDM Smith,"Bellevue, WA 98007 (Lake Hills area)",,communication_skills data monitoring troubleshooting verbal_communication writing_skills data_analysis excel,,no category,,communication_skills excel
3382,3786,Seattle,Financial Management System Analyst III - PeopleSoft Applications,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,oracle designing supply_chain business_process documentation erp computer_science solution_design data testing data_structures bi sdlc “life_cycle” design subject_matter_expertise modeling evaluation health customer_interaction scripting supply_chain_management service end_user finance research sql supervision technology,,no category,,scripting sql
3383,3787,Seattle,Sr. Software Engineer - Machine Learning,Vulcan Inc.,"Seattle, WA",,artificial_intelligence machine_learning machine analytical computer_vision agile computer_science communication_skills data large written_communication recruitment prototype statistics tensorflow data_analytics algorithms human_resources research project_management analytics technology deep_learning,,no category,,artificial_intelligence machine_learning agile communication_skills written_communication statistics tensorflow algorithms project_management deep_learning
3384,3788,Seattle,"Sr. Software Engineer - Illegal Fishing (Satellites, Machine Learning)",Vulcan Inc.,"Seattle, WA",,open_source designing java database cloud software_development agile computer_science data coding recruitment languages python azure human_resources aws postgresql hadoop technology,,no category,,java database cloud agile python aws hadoop
3385,3789,Seattle,Principal Computer Vision Engineer,Coupang,"Seattle, WA",,c_lang image_processing java operations database computer_vision javascript retail strong_communication_skills software_development agile communication_skills data large ideas insurance css amazon_web_services python cpp_lang tensorflow algorithms verbal_communication service programming research opencv relational_database aws sql spark html big_data hadoop data_processing technology deep_learning,,no category,,c_lang java database javascript agile communication_skills amazon_web_services python cpp_lang tensorflow algorithms aws sql spark hadoop deep_learning
3386,3790,Seattle,"Science Manager, Alexa Machine Learning",Amazon.com,"Seattle, WA",,designing machine_learning machine predictive analytical cloud computer_science statistical data large monitoring testing design statistics modeling evaluation algorithms service statistical_modeling tools data_analysis,,no category,,machine_learning cloud statistics algorithms
3387,3791,Seattle,Principal Data Science Manager,Microsoft,"Redmond, WA 98052",,spss modelling machine_learning data_mining machine analytical computer_science sas data large data_warehousing python databases statistics presentation_skills modeling data_analytics service data_modeling tools big_data analytics data_science r_lang,,no category,,spss machine_learning data_mining sas python databases statistics r_lang
3388,3792,Seattle,Principal Data Scientist (Catalog Platform and Quality),Coupang,"Seattle, WA",,designing data_scientist strategy machine_learning data_mining mapreduce machine operations nlp computer_science communication_skills data large written_communication testing insurance information_retrieval python statistics tensorflow algorithms website problem_solving spark big_data hadoop technology r,,no category,,machine_learning data_mining mapreduce nlp communication_skills written_communication python statistics tensorflow algorithms spark hadoop
3389,3793,Seattle,Hematology – Senior Fellow,University of Washington,"Seattle, WA",,image_processing flow acquisition matlab data testing modeling programming research life_sciences,,no category,,matlab
3390,3794,Seattle,"Sales Engineer, Machine Learning, Google Cloud",Google,"Seattle, WA",,product_management big_data_analytics strategy machine_learning machine subject_matter_expert cloud ba matlab computer_science data large sales cloud_computing design prototype python presentation_skills tensorflow data_analytics product_development programming big_data analytics technology deep_learning,,no category,,machine_learning cloud matlab python tensorflow deep_learning
3391,3796,Seattle,Quality Associate,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,designing operations database communication_skills data large monitoring health verbal_communication research tools access supervision,,no category,,database communication_skills
3392,3797,Seattle,Sr Statistician,T-Mobile,"Bellevue, WA 98006 (Somerset area)",,data_mining predictive statistical_programming analytical predictive_modeling computer_science statistical sas data ideas design python mathematics statistics presentation_skills time_series modeling evaluation algorithms verbal_communication service” pattern_recognition forecasting programming teradata sql tools hive data_analysis analytics hadoop sql_server r_lang,,no category,,data_mining sas python mathematics statistics algorithms sql hive hadoop r_lang
3393,3798,Seattle,Software Development Engineer,Zillow Group,"Seattle, WA",,machine_learning machine database computer_vision cloud software_development agile computer_science data large ideas testing design databases advertising azure agile_development aws sql spark nosql hive big_data analytics hadoop deep_learning data_science,,no category,,machine_learning database cloud agile databases aws sql spark nosql hive hadoop deep_learning
3394,3799,Seattle,Prinicipal Software Engineer,Microsoft,"Redmond, WA 98052",,strategy machine_learning machine operations_research mysql operations database cloud computer_science statistical data large ideas utilization warehouse mathematics azure statistical_analysis service research relational_database sql access slas postgresql technology,,no category,,machine_learning database cloud mathematics sql
3395,3800,Seattle,Senior Informatics Specialist Job,Novo Nordisk,"Seattle, WA 98109 (Westlake area)",,c business_process documentation communication_skills data utilization design data_visualization website research access visualization data_analysis life_sciences r,,no category,,communication_skills data_visualization visualization
3396,3801,Seattle,Biologics Associate,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,documentation cleaning operations communication_skills data monitoring testing health research,,no category,,communication_skills
3397,3802,Seattle,Full Stack Software Engineer,Microsoft,"Redmond, WA 98052",,designing predictive software_design cloud computer_science communication_skills data web_technologies data_structures coding css design object_oriented_programming algorithm azure algorithms service programming big_data analytics technology,,no category,,cloud communication_skills algorithm algorithms
3398,3803,Seattle,Software Development Engineer,Skiltrek,"Seattle, WA",,c designing java cloud software_development agile computer_science communication_skills data testing data_structures coding design languages prototype python mathematics c algorithm algorithms programming perl apache hadoop data_processing technology software_engineering,,no category,,java cloud agile communication_skills python mathematics algorithm algorithms perl hadoop
3399,3804,Seattle,"Sr. Software Development Engineer, Robotics",Amazon.com,"Seattle, WA",,c chash_lang machine_learning machine robotics java software_development computer_science data large data_structures design cpp_lang algorithm programming problem_solving research aws tools visualization big_data data_processing,,no category,,chash_lang machine_learning java cpp_lang algorithm aws visualization
3400,3805,Seattle,Software Developer,"Azima, Inc.","Poulsbo, WA",,chash_lang chash_lang database net cloud computer_science data written_communication data_collection design c programming sql analytics user_experience technology information_technology,,no category,,chash_lang chash_lang database cloud written_communication sql
3401,3806,Seattle,"ML Research/Software Engineer, Alexa",Amazon.com,"Seattle, WA",,c machine_learning machine java cloud agile communication_skills data testing data_structures design languages prototype python mathematics c algorithm algorithms programming problem_solving research perl apache hadoop data_processing technology software_engineering,,no category,,machine_learning java cloud agile communication_skills python mathematics algorithm algorithms perl hadoop
3402,3807,Seattle,"Senior Software Development Engineer, Big Data",Zillow,"Seattle, WA 98101 (Downtown area)",,machine_learning machine database cloud software_development computer_science data large ideas testing design databases azure etl aws sql tools spark nosql hive big_data analytics hadoop,,no category,,machine_learning database cloud databases etl aws sql spark nosql hive hadoop
3403,3808,Seattle,Software Development Engineer II,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,chash_lang chash_lang documentation java analytical javascript software_development computer_science data data_structures design object_oriented_programming databases presentation_skills health scripting algorithms programming problem_solving research sql project_management,,no category,,chash_lang chash_lang java javascript databases scripting algorithms sql project_management
3404,3809,Seattle,"Siri - Advanced Development, Software Engineer",Apple,"Seattle, WA",,c artificial_intelligence machine_learning machine javascript computer_science data large design python unix neural_networks c algorithm algorithms service research technology git data_science,,no category,,artificial_intelligence machine_learning javascript python unix neural_networks algorithm algorithms git
3405,3810,Seattle,Systems Engineer (Entry Level),BOEING,"Seattle, WA",,c documentation computer_science data testing design mathematics tools validation excel r,,no category,,mathematics excel
3406,3811,Seattle,Sr. Pricing Analyst,Zillow Group,"Seattle, WA",,data_scientist strategy predictive statistical data large sales ideas languages python data_visualization programming tableau sql tools visualization marketing excel analytics r_lang,,no category,,python data_visualization tableau sql visualization marketing excel r_lang
3407,3812,Seattle,Senior Manager of AWS Support Business Planning and Ops,Amazon.com,"Seattle, WA",,business_operations product_management data_mining predictive operations_research operations analytical predictive_modeling cloud computer_science statistical data large cloud_computing mathematics statistics modeling data_analytics service product_development forecasting research aws predictive_analytics tools analytics technology business_intelligence,,no category,,data_mining cloud mathematics statistics aws
3408,3813,Seattle,"Sr. Machine Learning Scientist, Amazon Alexa",Amazon.com,"Seattle, WA",,designing machine_learning machine predictive analytical cloud computer_science statistical data large monitoring testing design statistics modeling evaluation algorithms service statistical_modeling research tools data_analysis,,no category,,machine_learning cloud statistics algorithms
3409,3814,Seattle,Sr. Research Scientist - Pricing,Amazon.com,"Seattle, WA",,c product_management machine_learning data_mining machine java operations analytical mathematical matlab computer_science statistical data large written_communication testing design languages prototype python databases mathematics statistics presentation_skills time_series modeling cpp_lang algorithms econometrics forecasting finance programming problem_solving analytical_techniques research tools perl validation ruby data_analysis analytics strategic_planning business_intelligence data_science r_lang,,no category,,machine_learning data_mining java matlab written_communication python databases mathematics statistics cpp_lang algorithms perl ruby r_lang
3410,3815,Seattle,Product Lifecycle Management Functional Analyst Entry Level,BOEING,"Bellevue, WA",,c analytical agile data design agile_development research analytics technology information_technology r uat,,no category,,agile
3411,3816,Seattle,"Manager, Computer Vision",Amazon.com,"Seattle, WA",,machine_learning machine computer_vision cloud software_development computer_science communication_skills data ideas design mathematics evaluation go algorithms research aws access deep_learning,,no category,,machine_learning cloud communication_skills mathematics go algorithms aws deep_learning
3412,3817,Seattle,"Sr Manager, Home Innovation Team Machine Learning",Amazon.com,"Seattle, WA",,natural_language_processing business_understanding machine_learning machine predictive nlp predictive_modeling data large statistics modeling neural_networks research project_management data_analysis roi technology deep_learning,,no category,,natural_language_processing machine_learning nlp statistics neural_networks project_management deep_learning
3413,3818,Seattle,Sr. Software Engineer Big Data,Amazon.com,"Seattle, WA",,chash_lang chash_lang supply_chain machine_learning data_mining mapreduce machine java operations database analytical cloud retail software_development computer_science statistical data testing cloud_computing data_structures coding life_cycle design cassandra languages python modeling cpp_lang advertising algorithm algorithms econometrics forecasting statistical_modeling programming problem_solving database_design sql spark nosql visualization big_data hadoop data_processing technology software_engineering,,no category,,chash_lang chash_lang machine_learning data_mining mapreduce java database cloud cassandra python cpp_lang algorithm algorithms sql spark nosql visualization hadoop
3414,3819,Seattle,"Post-Doctoral Research Fellow, Immunotherapy",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,flow data evaluation health research,,no category,,
3415,3820,Seattle,"Post-Doctoral Research Fellow, Biostatistics",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,c statistical communication_skills data large statistics health research html data_analysis r_lang,,no category,,communication_skills statistics r_lang
3416,3821,Seattle,"Post-Doctoral Research Fellow, Chronic Disease Epidemiology",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,data large health research writing_skills supervision,,no category,,
3417,3822,Seattle,"Post-Doctoral Research Fellow, Biostatistics & HIV Prevention",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,statistical_programming simulation statistical communication_skills data statistics modeling health verbal_communication programming research data_analysis,,no category,,communication_skills statistics
3418,3823,Seattle,Post-Doctoral Research Fellow,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,pharmacy healthcare statistical data utilization design evaluation health research data_analysis supervision proposal_development data_science,,no category,,
3419,3824,Seattle,Facilities Operations Intern,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,documentation operations data monitoring health research excel,,no category,,excel
3420,3825,Seattle,"Marketing Manager, Data Science",Expedia,"Bellevue, WA 98004 (Downtown area)",,logistic_regression data_scientist factor_analysis strategy data_mining predictive analytical predictive_modeling clustering sas data large testing languages python mathematics statistics modeling scripting advertising algorithms dashboards sql tools marketing analytics hadoop cluster_analysis regression r_lang,,no category,,logistic_regression data_mining sas python mathematics statistics scripting algorithms sql marketing hadoop r_lang
3421,3826,Seattle,SR. EPIC INTERFACE ANALYST,University of Washington Medical Center,"Seattle, WA",,documentation database analytical healthcare computer_science communication_skills data large written_communication monitoring testing coding insurance design languages unix evaluation health go service programming data_integration research tools project_management change_management supervision technology information_technology edi,,no category,,database communication_skills written_communication unix go project_management
3422,3827,Seattle,"Staff Scientist, Molecular Genotyping",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,data effective_communication troubleshooting design research tools,,no category,,
3423,3828,Seattle,Software Engineer,BSQUARE,"Bellevue, WA 98004 (Downtown area)",,json java software_development computer_science xml data design technology,,no category,,java
3424,3829,Seattle,Software Engineer,Edifecs,"Bellevue, WA 98004 (Downtown area)",,application_development machine_learning machine java analytical cloud javascript healthcare agile computer_science data large testing css design jquery prototype python mathematics statistics modeling software_programming scala core_java data_modeling programming aws sql spark access html technology information_technology data_science pandas r_lang,,no category,,machine_learning java cloud javascript agile python mathematics statistics scala aws sql spark pandas r_lang
3425,3831,Seattle,Technical Program Manager,Amazon.com,"Seattle, WA",,salesforce data_scientist strategy machine_learning machine analytical cloud software_development agile computer_science sas data sales cloud_computing warehouse amazon_web_services python agile_development aws sql tools project_management big_data hadoop software_engineering,,no category,,machine_learning cloud agile sas amazon_web_services python aws sql project_management hadoop
3426,3832,Seattle,"Director, Media Analytics and Optimization",T-Mobile,"Bellevue, WA 98006 (Somerset area)",,segmentation media_planning strategy data_mining analytical statistical communication_skills data large ideas testing databases mathematics modeling advertising algorithms service dashboards statistical_modeling tableau sql tools marketing big_data excel analytics roi data_science r_lang,,no category,,data_mining communication_skills databases mathematics algorithms tableau sql marketing excel r_lang
3427,3833,Seattle,Senior Machine Learning Engineer,Unity Technologies,"Bellevue, WA",,chash_lang chash_lang machine_learning machine robotics software_design computer_vision cloud computer_science communication_skills data large written_communication data_structures recruitment design python statistics tensorflow algorithms research aws tools visualization deep_learning software_engineering,,no category,,chash_lang chash_lang machine_learning cloud communication_skills written_communication python statistics tensorflow algorithms aws visualization deep_learning
3428,3834,Seattle,Senior Software Development Engineer- Big Data/Machine Learning,Amazon.com,"Seattle, WA",,c_lang pig machine_learning machine java agile computer_science statistical data large ideas testing data_structures design statistics presentation_skills cpp_lang algorithm service problem_solving model_development research spark validation hive hadoop data_processing software_engineering,,no category,,c_lang pig machine_learning java agile statistics cpp_lang algorithm spark hive hadoop
3429,3835,Seattle,"Research Manager - Machine Learning, Neural Networks",Facebook,"Redmond, WA",,c machine_learning data_mining machine rnn computer_vision cnn matlab computer_science data languages python mathematics neural_networks cpp_lang algorithms product_development research technology,,no category,,machine_learning data_mining matlab python mathematics neural_networks cpp_lang algorithms
3430,3836,Seattle,Senior Business Intelligence Engineer,Amazon.com,"Seattle, WA",,operations_research operations cloud communication_skills data large monitoring cloud_computing design apache_spark python statistics modeling data_analytics service programming research aws sql tools spark apache data_analysis analytics business_intelligence data_science r_lang,,no category,,cloud communication_skills python statistics aws sql spark r_lang
3431,3837,Seattle,RESEARCH IT SOFTWARE ENGINEER,University of Washington,"Seattle, WA",,application_development designing business_process performance_tuning documentation operations subject_matter_expert database analytical net javascript software_development healthcare computer_science solution_design communication_skills data large written_communication monitoring troubleshooting testing data_structures coding warehouse insurance css design jquery languages prototype python solution_development consulting evaluation health technical_specifications business_process_analysis service end_user clinical_data programming data_integration problem_solving database_design research sql tools access angularjs validation ajax html quality_assurance user_experience technology business_intelligence software_engineering information_technology,,no category,,database javascript communication_skills written_communication python sql
3432,3838,Seattle,"Sr. Product Manager, Big Data Platform",Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,open_source product_management computer_science data business_analyst data_management service data_integration research spark project_management life_sciences technology data_science,,no category,,spark project_management
3433,3839,Seattle,"CV/ML Research Engineer, Eye Tracking",Facebook,"Redmond, WA",,c machine_learning machine image_processing computer_vision software_development computer_science data design python mathematics c tensorflow programming problem_solving cuda research opencv technology,,no category,,machine_learning python mathematics tensorflow
3434,3840,Seattle,Research Engineer-Sensor Software (ARC),Facebook,"Redmond, WA",,c machine_learning machine robotics computer_vision matlab computer_science data large design cpp_lang algorithms cuda research technology,,no category,,machine_learning matlab cpp_lang algorithms
3435,3841,Seattle,Senior Applied Scientist - Alexa Engine,Amazon.com,"Seattle, WA",,c spss artificial_intelligence machine_learning machine java cloud matlab computer_science statistical sas data large data_structures design python statistics presentation_skills modeling c algorithms statistical_modeling data_modeling programming research tools analytics technology r_lang,,no category,,spss artificial_intelligence machine_learning java cloud matlab sas python statistics algorithms r_lang
3436,3842,Seattle,Data Science Manager (Seattle),Lyft Corporate,"Seattle, WA",,operations_research simulation operations mathematical computer_science data mathematics statistics modeling evaluation algorithms research marketing technology data_science,,no category,,mathematics statistics algorithms marketing
3437,3843,Seattle,Map Perception Scientist for Autonomous Vehicles,NVIDIA,"Redmond, WA",,c artificial_intelligence computer_vision cloud cnn software_development data large evaluation cpp_lang algorithms programming cuda research technology deep_learning,,no category,,artificial_intelligence cloud cpp_lang algorithms deep_learning
3438,3844,Seattle,"Growth Product Manager, Studio",InVisionApp,"Seattle, WA",,designing product_management strategy rest acquisition data sales ideas design prototype statistics health go research tools spark marketing analytics,,no category,,rest statistics go spark marketing
3439,3845,Seattle,"Technical Program Manager, Links Machine Learning",Google,"Seattle, WA",,machine_learning machine automation qa cloud ba computer_science large written_communication monitoring go product_development problem_solving tools technology software_engineering,,no category,,machine_learning cloud written_communication go
3440,3846,Seattle,Program Manager,LabKey Software,"Seattle, WA",,open_source strategy java javascript software_development agile computer_science communication_skills data requirement_gathering design data_management health service product_development programming research sql tools excel user_experience r_lang,,no category,,java javascript agile communication_skills sql excel r_lang
3441,3847,Seattle,"Software Development Engineer II, Home Innovation Team",Amazon.com,"Seattle, WA",,machine_learning machine image_processing java analytical javascript retail software_development data large coding css design jquery web_development nodejs python programming website aws angularjs ruby html big_data linux analytics technology,,no category,,machine_learning java javascript python aws ruby linux
3442,3848,Seattle,Principal Research and Translational Statistician,Juno Therapeutics,"Seattle, WA 98109 (Westlake area)",,machine_learning machine predictive flow predictive_modeling statistical sas data stat design languages consulting data_management statistics modeling clinical_data research tools marketing data_analysis technology regression r_lang,,no category,,machine_learning sas statistics marketing r_lang
3443,3849,Seattle,"Marketing Analytics, Data Scientist - Sr. Manager",Avanade,"Seattle, WA",,data_scientist strategy digital_marketing crm data_interpretation analytical cloud power_bi communication_skills data sales data_collection bi design ms_dynamics_crm data_management dashboards tools marketing excel analytics roi supervision google_analytics technology data_science,,no category,,cloud communication_skills marketing excel
3444,3850,Seattle,Research Engineer,CuraCloud Corporation,"Seattle, WA",,c segmentation machine_learning machine image_processing cloud ba healthcare communication_skills data python statistics health scripting c research tools classification data_analysis linux git,,no category,,machine_learning cloud communication_skills python statistics scripting linux git
