,Unnamed: 0,City,Job title,Company name,Location,Salary,tech skills,og_salary_period,salary_category,above_med_sal,technical skills
3445,3851,Seattle,Grant and Contract Analyst - Clinical Research Center Admin,"Swedish Medical Center - Seattle, WA","Seattle, WA 98194 (Downtown area)",,ba health finance website research,,no category,,
3446,3852,Seattle,Digital Strategist,CDK Global,"Seattle, WA",,digital_marketing predictive competitive_analysis crm retail data large sales insurance advertising data_analytics service tools marketing excel analytics technology information_technology,,no category,,marketing excel
3447,3853,Seattle,Sr. Software Engineer,Mighty AI,"Seattle, WA 98101 (Downtown area)",,product_management artificial_intelligence predictive computer_vision predictive_modeling mathematical javascript computer_science data data_structures design modeling algorithms service™ research sql management_systems ruby data_science r_lang,,no category,,artificial_intelligence javascript algorithms sql ruby r_lang
3448,3855,Seattle,"Optical Scientist, Optical Metrology (PhD University Grad)",Facebook,"Redmond, WA",,automation matlab statistical data testing design statistical_analysis tools validation data_analysis technology,,no category,,matlab
3449,3856,Seattle,"Optical Engineer, Testing",Facebook,"Redmond, WA",,automation matlab statistical communication_skills data testing design statistical_analysis product_development research tools validation data_analysis technology,,no category,,matlab communication_skills
3450,3857,Seattle,Data Platform Software Engineer,Textio,"Seattle, WA 98104 (First Hill area)",,open_source natural_language_processing machine_learning machine predictive power_user data ideas design python aws sql spark,,no category,,natural_language_processing machine_learning python aws sql spark
3451,3858,Seattle,Senior User Research Lead,Microsoft,"Redmond, WA 98052",,predictive statistical sas data large quantitative_research design advanced_excel statistics research tools access data_analysis excel user_experience r_lang,,no category,,sas statistics excel r_lang
3452,3859,Seattle,Senior Strategist,Smashing Ideas,"Seattle, WA 98121 (Belltown area)",,strategy data large ideas design research marketing analytics user_experience technology,,no category,,marketing
3453,3860,Seattle,Wetlands Biologist,"Ecology and Environment, Inc.","Seattle, WA 98104 (First Hill area)",,communication_skills data written_communication data_collection dc website excel data_processing,,no category,,communication_skills written_communication excel
3454,3861,Seattle,Software Development Engineer II-BI Platform,Expedia,"Bellevue, WA 98004 (Downtown area)",,application_development open_source product_management data_scientist operations cloud computer_science data monitoring bi design data_management databases presentation_skills scripting service dashboards tableau teradata tools linux analytics hadoop technology business_intelligence,,no category,,cloud databases scripting tableau linux hadoop
3455,3862,Seattle,Manager - Machine Learning Science Classification,Amazon.com,"Seattle, WA",,c natural_language_processing artificial_intelligence machine_learning machine java clustering computer_science communication_skills data languages python neural_networks c verbal_communication programming research classification data_science,,no category,,natural_language_processing artificial_intelligence machine_learning java communication_skills python neural_networks
3456,3863,Seattle,Clinical Chart Review Specialist,Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,database communication_skills data health research excel,,no category,,database communication_skills excel
3457,3864,Seattle,"State Estimation and Calibration Scientist, PhD University Grad (Oculus)",Facebook,"Redmond, WA",,c modelling machine simulation computer_vision mathematical matlab data large coding data_collection design python mathematics evaluation c algorithm research technology,,no category,,matlab python mathematics algorithm
3458,3865,Seattle,"Lab I Assoc - Seattle, WA",Quest Diagnostics,"Seattle, WA 98127 (Downtown area)",,automation documentation data troubleshooting testing excel quality_assurance,,no category,,excel
3459,3866,Seattle,Cyber Crime Investigator,Microsoft,"Redmond, WA 98052",,chash_lang strategy chash_lang analytical cloud computer_science data large fraud microsoft_sql_server data_visualization tableau sql visualization data_analysis excel sql_server data_science,,no category,,chash_lang chash_lang cloud data_visualization tableau sql visualization excel
3460,3867,Seattle,Product Manager,Geocaching,"Seattle, WA",,analytical software_development data api product_development website research marketing user_interaction analytics google_analytics technology,,no category,,api marketing
3461,3868,Seattle,Web Developer,Amazon.com,"Seattle, WA",,front_end javascript software_development computer_science data web_technologies css design web_development nodejs product_development problem_solving research aws tools technology,,no category,,javascript aws
