Job_Name	Skillset	Location	Organization
CIB F&BM; - Qlikview Reporting	Country Manager, Supply Chain, Six Sigma, Business Intelligence, Production...	Faridabad	CAREER VITAMINZ
Regional Manager- IT Solution Sales	business intelligence, san, troubleshooting, active directory, dns, http...	Bengaluru	Shreyas Integrated Systems
Software Engineer	business intelligence, validation, api, data mining, data management, tools...	Kochi, Cochin/ Kochi/ Ernakulam	Reubro International
Regional Manager- IT Solution Sales	Key account management, Market intelligence, Supply chain...	Bengaluru, Mumbai, Chennai, Delhi	Apollo Fiege Integrated Logistics Private Limited
Analyst Oracle	Consulting, C++, Asset management, SAS, Business intelligence, Python, Data...	Bhubaneshwar	Arrelic Reliability Private Limited
Senior Consultant	Supply Chain, Six Sigma, Business Intelligence, Excel, Word, MS Access, PMP...	Chennai	Human First Consulting Pvt. Ltd.
Analyst	Supply Chain, Six Sigma, Business Intelligence, Excel, Word, MS Access, PMP...	Delhi	Human First Consulting Pvt. Ltd.
Associate Consultant	Database administration, Service, Business intelligence, Performance tuning...	Vadodara	Advanced Computer Software Group
Business Analyst	SQL, Windows, Unix, Business intelligence, Ajax, audio, Testing...	Delhi	Globex Information Systems
Account Manager/ Relationship Manager	sql server, informatica, wcf, uml, design patterns, wpf, configuration...	Noida	ASSURE CONSULTING SERVICES PRIVATE LIMITED
Account Manager/ Relationship Manager	process improvement, logistics, business intelligence, operational...	Mumbai	ANRI Solutions HR Services Pvt. Ltd
Data Warehouse	development, business intelligence, secondary research...	Bengaluru	Germane Analytics Pvt Ltd
Account Manager/ Relationship Manager (NCR)	business intelligence, secondary research, soft skills...	Bengaluru	Germane Analytics Pvt Ltd
Executive Assistant	java, development, production support, configuration, business intelligence...	Mumbai	itForte Staffing Services Private Ltd.
Sr Business Objects and Report Developer	sap, business intelligence, validation, api, data mining, data management...	Kochi	Reubro International
Practice Lead - Analytics	PLSQL, Production support, Business intelligence, Application support...	Mumbai	itForte Staffing Services Private Ltd.
Senior Quality Analyst - Automation Testing	Process improvement, Logistics, Business intelligence, SCM, Operations...	Mumbai	ANRI Solutions HR Services Pvt. Ltd
Consultant/Senior Engineer - Microsoft SharePoint 2007/10	ms sql, ssis, business intelligence, ssrs, performance tuning...	Noida, Delhi	itForte Staffing Services Private Ltd.
Digital Marketing Head / Senior Manger	MS SQL, SSIS, Business intelligence, SSRS, Performance tuning...	Gurgaon	itForte Staffing Services Private Ltd.
LEAD - INFORMATICA	Business intelligence, Database design, Analytics, Product engineering...	Gurgaon	AUGUSTA INFOTECH
PROJECT MANAGER - DATA WAREHOUSING	sql, business intelligence, operations, system architecture, consulting...	Bengaluru	Augusta Infotech
Requirement for ETL Developer  (Talend /  Kettle) 	C++, Oracle, Javascript, Linux, HTML, ABAP, Photoshop, PLSQL...	Chennai	MorgenAll
Microstrategy Developer	Business intelligence, Presales, Mobile technology, Financial planning...	Chennai, Mumbai	Ganymede Solutions Private Limited
Sr Software Engineer C C++ Linux 	Data Architect, Consulting, Business Analyst, Tools, Business strategy...	Delhi	Boston Consulting Group
Sr Java Developer 	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Visakhapatnam	ALBA Asia Pvt. Ltd
Software Engineer Java 	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Visakhapatnam	ALBA Asia Pvt. Ltd
Mrf Oamp Engineer 	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Visakhapatnam	ALBA Asia Pvt. Ltd
Java Team Lead Technical Lead 	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Visakhapatnam	ALBA Asia Pvt. Ltd
Java Developer	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Visakhapatnam	ALBA Asia Pvt. Ltd
Devops Engineer Delhi Bangalore  	Networking, SEO, Tools, Business intelligence, Social media, Sports, CV...	Mumbai	Gozoop Online Pvt Ltd
Digital Marketing Head /  Senior Manger	Service, Project management, Tools, Analytical, Billing...	Chandigarh, haryana	ELEVATE BPO SERVICES PRIVATE LIMITED
Architect	Sales Operations Analyst, Automation, Business Analyst, Tools...	Bengaluru	Enphase Energy
Business Analyst	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Coimbatore, Coimbatore	VERSA DRIVES PRIVATE LIMITED
Product Development	Pilot, Supply Chain, Six Sigma, Business Intelligence, Production...	Gandhinagar, Ankleshwar, gujarat	Hiring Heads
Engineer / Analyst - Reports BI	sql, sap, software development, soa, business intelligence...	Bengaluru, Bengaluru / Bangalore	Caravel Info Systems Private Limited
Microstrategy Developer	event management, business intelligence, third party, messaging, xml...	Bengaluru, Bengaluru / Bangalore	DUCEN IT PVT. LTD.
Accounts	Technical, J2Ee, SQL, Unix, Hibernate, Business intelligence, JSON...	Hyderabad	Helical IT Solutions Pvt Ltd
Senior Software Engineer - AireOS Wireless LAN Controller team	ms sql, ssis, business intelligence, ssrs, performance tuning...	Noida	itForte Staffing Services Private Ltd.
SharePoint Developer (Lead)	Oracle, SQL, Data modeling, Cognos, Db2, Javascript, Business intelligence,...	Gurgaon	JOB MIRROR CONSULTANCY
Senior Software Engineer / Team Lead Bengaluru	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Other City(s) in Gujarat	Piramal Glass Ltd
Tech Lead (Full time)	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Other City(s) in Gujarat	Piramal Glass Ltd
Sr. Graphic Designer, Noida	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Other City(s) in Gujarat	Piramal Glass Ltd
Software Engineer	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Mumbai	Tejaswi Services Pvt Ltd
Senior Consultant	Business Analyst, Project management, Analytics, Consulting...	Gorakhpur, Noida, Varanasi / Banaras, Delhi	Milestone Consulting Group
Associate Consultant	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Bengaluru, Bengaluru / Bangalore	SI Global pvt ltd.
Analyst	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Bengaluru, Bengaluru / Bangalore	valmark
Agile PLM	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Pune, Pune	CORPORATE LADDER CONSULTANTS PVT. LTD.
Regional Business Manager	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Vadodara, Vadodara	cryogenic liquide pvt ltd
Tech Lead	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Delhi, Delhi	Sterling India
Project Lead	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Noida, Noida/Greater Noida	Sanmarg Projects Pvt. Ltd.
Consultant	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Bengaluru, Bengaluru / Bangalore	SPM India Ltd
Senior Java Developers	Dialux, Architecture, Interior Design, ITIL, PMP, Supply Chain, Six Sigma...	Chandigarh	Mirror Consultancy Services
Big data Developer	Sales Head, Outbound, Business intelligence, Linkedin, global operations...	Bengaluru	EJOBS HR SOLUTIONS
Software Engineer- DMP- Analytics	sql, automation, pl sql, business intelligence, stored procedures, triggers...	Bengaluru	Hansa Customer Equity Pvt. Ltd
Data Specialist-ETL informatica	sql, informatica, cognos, pl sql, business intelligence, data...	Bengaluru	Hansa Customer Equity Pvt. Ltd
Associate Director- Information Technology	Sales Direct, ba, business intelligence, mapping, alignment, business plan,...	Mumbai	Hortonworks Inc
EDI Analyst/ Developer	online marketing, seo, business intelligence, sem, marketing and sales...	Delhi	InviteReferrals
UI/UX Designer at Andheri, Mumbai	Regulatory affairs, ITIL, PMP, Supply Chain, Six Sigma...	Mumbai	Hiring Heads
Software Developer Android, Mumbai	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	sirhind	Abhi Placements
Senior Software Engineer -J2EE ( Bangalore/ Noida/ Mumbai )	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	sirhind	Abhi Placements
Senior Software Engineer Java	Manager Quality Assurance, Logistics, MS Office, GIS, Monitoring...	Delhi	Taru Leading Edge Pvt. Ltd.
Business Analyst IT	mba, staffing, business planning, business intelligence, forecasting...	Mumbai, Mumbai	Innovsource Pvt. Ltd.
Buyer Acquisition Assistant E-commerce	development, sql, unix, business intelligence, html, windows, standards...	Delhi	Globex Information Systems
Security Tester Lead Consultant	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr.Salesforce Developer/ Admin, Bangalore	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
HR Manager at Bangalore	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Technical Architect( Java/J2ee), Bangalore	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr. Java Developer, Andheri	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr. SharePoint Developer, Ahmedabad	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr. Java Developer (Spring), Borivali	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Technical Lead (J2EE)	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
UI/UX Designer, Bangalore	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr Data Analyst	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolhapur	Weblee Technologies
Sr. Java/J2EE Developer, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Ranchi	Weblee Technologies
UI Architect, Pune	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Sr Java Developer, Bangalore	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
System Engineer, Worli	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
SIEM Implementer & SOC Lead Consultants, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr.Sharepoint Developer	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Sr. iOS Developer, Navi Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr.IT Recruiter	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Sr. Java Developer with MNC, Andheri	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr. Java Developer, Bangalore (Contract)	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr. OBIEE Developer, Borivali	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
MS SQL DBA at Andheri	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Java Developer	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Linux System Administrator, Bangalore	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
SharePoint Developer ( 1 Year Contract)	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
OBIEE Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
HTML Developer, Lower Parel (W), Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Technical Graphic Developer, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr.Magento Developer (PHP/MYSQL)	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Sr. Java Developer/ Team Leader, Bangalore	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Pre-Sales Consultants	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Hardware & Networking Engineer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
DBA, Hyderabad	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Accountant	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
SIEM Implementer & SOC Lead Consultants	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
DotNet Developer(Sharepoint)	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Salesforce.Com Developer, Bangalore	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
iOS (ipad, Iphone) Developer, Mumbai	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
PHP developer, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
SAP ABAP Consultant	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Java Developer, Chennai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
CPA	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Mumbai	Weblee Technologies
ASP.Net developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kochi	Weblee Technologies
Automation Test Analyst ( Selenium) Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Indore	Weblee Technologies
Front-end/UI developer, Pune	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Bhubaneshwar	Weblee Technologies
IT Project Manager, Bangalore	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Bengaluru	Weblee Technologies
Business Analyst, Vikhroli	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kota	Weblee Technologies
PHP Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Bilaspur	Weblee Technologies
Service Desk Analyst,Worli	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Guwahati	Weblee Technologies
ASP.Net Developer, Noida	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Surat	Weblee Technologies
Business analyst (Techno-functional), Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Hyderabad	Weblee Technologies
Lead iOS Developer, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Bhubaneshwar	Weblee Technologies
Development DBA, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Jaipur	Weblee Technologies
Account Assistants for Dubai Location	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Mangalore	Weblee Technologies
Senior Development Manager, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Visakhapatnam	Weblee Technologies
Senior Delphi Developer, Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Pune	Weblee Technologies
Business Analyst, Mumbai	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
IT GRC Principal Consultants	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Visakhapatnam	Weblee Technologies
HR Generalist, Bangalore	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Mobile Developer (Android), Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Chennai	Weblee Technologies
Senior Programmer and Programmer, Worli	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Pune	Weblee Technologies
Detective	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Patna	Weblee Technologies
Human Resource- Generalist	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Ahmedabad	Weblee Technologies
Linux Administrator	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Delhi	Weblee Technologies
Java Developer with Struts, Mumbai	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Noida	Weblee Technologies
Senior Manager Operation	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Raipur	Weblee Technologies
Executive Chef	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Guwahati	Weblee Technologies
Senior Application Developer - Reporting & Analytics	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Ahmedabad	Weblee Technologies
Senior Application Developer - Reporting & Analytics	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Bengaluru	Weblee Technologies
Senior Data Analyst	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Muzaffarpur	Weblee Technologies
Hyperion Data Integration Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Trivandrum	Weblee Technologies
Automation Testing	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
MS SQL Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Dehradun	Weblee Technologies
Office Admin	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Vadodara	Weblee Technologies
Team Leader - F B Service	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Sous Chef	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Commis	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Commis (Chinese/Continental) - 3 nos.	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Mumbai	Weblee Technologies
Regional Manager-IT Solution Sales	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Delhi	Weblee Technologies
Practical Education Consultant	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Practical Education Consultant	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Rourkela	Weblee Technologies
Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Mumbai	Weblee Technologies
Role: Data Modeler	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Dehradun	Weblee Technologies
Accounts Executive at Mumbai	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Pune	Weblee Technologies
Microsoft .NET Application Architect	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Bareilly	Weblee Technologies
Tech Lead Position	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Chennai	Weblee Technologies
Analytics Lead,  Manufacturing	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Pune	Weblee Technologies
Business Development Manager	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Software Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Backend Architect	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Oracle Financial Techno-functional - Manesar, Gurgaon, India	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Presales Consultant	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Client Analyst	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Share Point Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Siebel CRM Admin	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Manager  MSBI	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Mumbai	Weblee Technologies
Assistant Manager  MSBI	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Chennai	Weblee Technologies
Solution Designer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Bhilai/Bhillai	Weblee Technologies
PHP developer freshers	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
System Admin	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Hyderabad	Weblee Technologies
Applications Developer II - BI-DW	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Fusion PBCS Techno- functional Consultant	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Ahmedabad	Weblee Technologies
Sr Solution Architect	Chromatography, Quality Control, Quality Analyst, Quality Assurance, Supply...	Dadra & Nagar Haveli / Silvassa, Daman & Diu, Ankleshwar, Surat, Vapi, Aurangabad, Pune, Thane, Gaya	Standardisation Solutions
Manager/ Sr.Manager - Business Application	Chemical Analysis, QC Officer, Quality Assurance, Supply Chain, Six Sigma...	Dadra & Nagar Haveli / Silvassa, Daman & Diu, Ankleshwar, Bharuch, Surat, Bengaluru, Aurangabad, Panjim	Standardisation Solutions
Share Point Developer	Advocate, Back office, Backend, SQL, Logistics, Supply chain...	Hyderabad	Bridge International Academies
Technical Support Engineer	C++, SQL, SAS, Business intelligence, Algorithms, MATLAB, Analytics...	Bengaluru, Indore, Noida	Impetus Infotech ( India ) Pvt. Ltd.
SQL Developer	Incident management, Problem management, - ITIL, PMP, Supply Chain...	Pune	IQURA TECHNOLOGIES PRIVATE LIMITED
Chief Manager - Strategic Alliance	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Mumbai, Mumbai	Indoco Remedies
Team Leader - Engineering	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Delhi, Delhi	BPS products Pvt. Ltd
Sous Chef	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Jaipur	Weblee Technologies
Commis- Pastry	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Surat	Weblee Technologies
Executive Chef	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Kolkata	Weblee Technologies
Software Test Engineer/ QA	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Ranchi	Weblee Technologies
FPA Financial Analyst	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Assistant Manager/ Deputy Manager-  Hyperion Application Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Nagpur	Weblee Technologies
SharePoint Lead	PHP, HTTP, Supply Chain, Six Sigma, Business Intelligence, Production...	Jabalpur	Weblee Technologies
SharePoint Developer	PHP, HTTP, Facebook, Project development, Support, Mechanical, ITIL, PMP...	Kolkata	Weblee Technologies
Data scientist	Sound, Automobile components, Automobile, Business Executive, Supply Chain,...	Pune	Fine Handling & Automation Pvt. Ltd
HOME	.Net, Javascript, Ajax, jQuery, Project management, WCF, MS SQL...	Mumbai	RATEIN INFOTECH (I) PVT. LTD.
Full Stack Java Developer	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Ludhiana, Pune	Automotive Research Association of India
Urgent Hiring for Lead / Architect Big Data at Mumbai	Presales, Secondary research, Business intelligence, Knowledge management...	Bengaluru, Mumbai, Delhi	LinkCXO Global Private Limited
People Analytics Manager	Analytics, Business Analyst, Project management, Cognos, Business Objects...	Gurgaon	Axslogic On Demand Services Pvt Ltd
Microstrategy developer	Pharma, Service, Consulting, Staffing, Tools, Software services...	Bengaluru	Sankhyana
Senior Software Engineer	Business Analyst, Email, Business intelligence, Costing, Social media...	Delhi	Mindkey technologies
Senior Data Architect	SAS, data science, Python, Business intelligence, microsoft, RDBMS...	Hyderabad	Cappius Technologies Pvt. Ltd.
Sr. SharePoint Developer	Networking, Sys Administrator, Life insurance, Service, SAP...	Salem	3i People, Inc.
Report Assembler - Microstrategy	Python, PHP, Linux, MySQL, Drupal, Apache, Business intelligence, Agile...	Mumbai	Cactus Communications
SharePoint Developer	Python, Business intelligence, TIBCO, Performance testing, Selenium, Maven,...	Pune	TIBCO Software India Pvt Ltd
Project Manager	Javascript, Ajax, jQuery, Business intelligence, TIBCO...	Pune	TIBCO Software India Pvt Ltd
Project Coordinator 	cognos, automation, business intelligence, sdlc, open source...	Bengaluru	Hansa Customer Equity Pvt. Ltd.
General Manager	Quality Analyst, Customer service, Email, English, Business intelligence...	Gandhinagar	Etech Global Services
Sr. Data Modeler /  Data Analyst	Business intelligence, Forecasting, Private equity, Finance...	Mumbai	Pulse Secure LLC
SQL Server DBA	ITIL, Service delivery, PMP, Supply Chain, Six Sigma, Business Intelligence...	Chennai	IQURA TECHNOLOGIES PRIVATE LIMITED
Data Modeler /  Data Analyst	Websphere MQ, ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence...	Pune	IQURA TECHNOLOGIES PRIVATE LIMITED
Manager	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Bhopal, Bhopal	NCHSE
Associate-Director	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	India	Jagsonpal Pharmaceutical
Executive/ Senior Executive	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	India	Jagsonpal Pharmaceutical
OBIEE Developer	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Malkapur, District: Buldhana, Maharashtra	Benzo Chem Industries Pvt. Limited
Data Warehouse QA Engineer	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Malkapur, District: Buldhana, Maharashtra	Benzo Chem Industries Pvt. Limited
Application Manager -  IT	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Gurgaon, Gurgaon	Lotus Valley International School
Senior QA engineer	Senior, J2Ee, Business intelligence, VMware, Debugging, Service...	not specified	Actifio, Inc.
Product Manager	Unix, Linux, Automation, SAS, Business intelligence, OLAP, Scheduling, Bteq...	Mumbai, Pune	Vodafone India Limited
System Admin :  BCA/B.Tech (CSE)/MCA/M.Tech(CSE)	Business intelligence, Local, Market, English, CV, Microstrategy, closure...	Mumbai	MICROSTRATEGY
Marketing / Business Development Manager	Typing, Service, Consulting, Automation, Tools, Analytical...	Bengaluru	Boston Consulting Group
GM/AVP	Typing, Service, Consulting, Tools, Analytical, Business strategy, Business...	Bengaluru	Boston Consulting Group
MASTER DATA MANAGEMENT	cognos, business intelligence, performance tuning, portal, olap, interfaces...	Bengaluru	Intersoft
AVP -  FINANCIAL SERVICES	ajax, development, informatica, siebel, wcf, soa, quality assurance...	Chennai, Chennai	Xturion
MSBI LEAD	Technical, Cloud, SSIS, Business intelligence, SSRS, RDBMS, Visual Studio...	Pune	CloudMoyo, Inc
Software Developer	sql server, configuration, ssis, business intelligence, microsoft...	Hyderabad	SYNCTON IT Solutions
