Job_Name	Skillset	Location	Organization
area sales manager marketing manager	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Bhavnagar	mycitybhavnagar
Fresher	PHP, MySQL, Business intelligence, MS OfficeSoft skills...	Kochi	CareerFIT360 Pvt Ltd
ETL Development	Production, Supply Chain, Six Sigma, Business Intelligence, Production...	Jaipur	Star Vision Placement
Manager -  BD	transformer, tools, hiring, business intelligence, monitoring, proactive...	Bengaluru	Intersoft
Operational Risk Consultant	data analysis, sql, coding, development, oracle, business intelligence...	Bengaluru	Intersoft
Solution Sales Specialist	development, automation, analytical, api, cisco, business intelligence, co,...	Bengaluru	Intersoft
Business Development Manager	sql server, mainframe, db2, software development, cognos, technical support...	Bengaluru	Intersoft
QA Practice Head	travel, tools, business intelligence, ms office, handling, java...	Bengaluru	CareerFIT360 Pvt Ltd
Software Engineer 2	project management, technical writing, business intelligence, forecasting...	Gurgaon, Gurgaon	INTELLINET SYSTEMS PVT. LTD.
System Administrator	automotive, business intelligence, brand building, marketing strategies...	Gurgaon, Gurgaon	INTELLINET SYSTEMS PVT. LTD.
Frontend Engineer,    Digital & Mobile	business dev, Senior Executive, Business intelligence, Interpersonal skills	Valsad	Uffizio India Software Consultant Pvt. Ltd.
Assistant Manager - IT Department	Analytics, Data analysis, Business intelligence, Market intelligence...	Bengaluru	ZETA MAINFOREST
Business Analyst	online marketing, seo, business intelligence, sem, marketing and sales...	Delhi, Delhi	InviteReferrals
Systems Engineer- Devops/AWS	sap, mm, pm, abap, ps, business intelligence, fico, application programming...	Bengaluru, Bengaluru / Bangalore	ITB Technologies Pvt. Ltd.
Data Modeller	team management, business intelligence, web development, iphone, soa...	Pune, Pune	Kairee Systems Pvt. Ltd.
Sr Manager It Operations (bi Operations Lead) - Bangalore	DM, Supply Chain, Six Sigma, Business Intelligence, Production...	Nagpur	mycitynagpur
Assistant Manager, Financial Reporting & Accounting	Quality Manager, Supply Chain, Six Sigma, Business Intelligence, Production...	Noida	Capital Placement Services
SQL Developer - Investments	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Hyderabad, Mumbai	Hector and Streak Consulting Pvt. Ltd.
Financial Services	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Bhubaneshwar	ARSS Infrastructure Projects Limited
Job Opportunity for Fixed Income Specialist/analyst for Noida	SQL, HTML, Windows, Unix, Business intelligence, audio, testing...	Hyderabad	Globex Information Systems
Data Specialist	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Panjim	Modest Infrastructure Private Limited
Oracle Pl SQL Unix Informatica	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Bhubaneshwar	ARSS Infrastructure Projects Limited
System Administrator	SQL, Windows, Unix, Business intelligence, Ajax, audio, testing...	Delhi	Globex Information Systems
SYSTEM ADMIN	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Bhubaneshwar	ARSS Infrastructure Projects Limited
Senior Software Engineer	Quality, Supply Chain, Six Sigma, Business Intelligence, Production...	Ghaziabad	JOB MIRROR CONSULTANCY
Senior Consultants /   Consultants	ITIL, PMP, Supply Chain, Six Sigma, Business Intelligence, Excel, Word...	Hyderabad, Kanpur	Capital Placement Services
Microstrategy Lead	Plant Incharge, Supply Chain, Six Sigma, Business Intelligence, Production,...	Delhi	Capital Placement Services
Hadoop Admininstrator	Bearing Assembly Engineer, Supply Chain, Six Sigma, Business Intelligence...	Bawal, Gurgaon	Capital Placement Services
Hadoop Application Support	Plant Incharge, Supply Chain, Six Sigma, Business Intelligence, Production,...	Noida	Capital Placement Services
Training Consultant	Manager, Supply Chain, Six Sigma, Business Intelligence, Production...	Noida	Capital Placement Services
Pre- Sales Engineer	CNC, Supply Chain, Six Sigma, Business Intelligence, Production...	Noida, Delhi	Capital Placement Services
MS SQL Developer	Bearing Assembly Engineer, Supply Chain, Six Sigma, Business Intelligence...	Bawal, Gurgaon	Capital Placement Services
Flexcube Production Support Consultant	Manager Production, Supply Chain, Six Sigma, Business Intelligence...	Gurgaon	Capital Placement Services
Consultant Information Management	Service Maintenance Manager, Supply Chain, Six Sigma, Business Intelligence...	Gurgaon, Noida, Delhi	Capital Placement Services
IT Application Engineer	Quality, Supply Chain, Six Sigma, Business Intelligence, Production...	Jaipur	Star Vision Placement
IT Application Engineer	Trainee, Supply Chain, Six Sigma, Business Intelligence, Production...	Jaipur	Star Vision Placement
Lead - OLAP | Aeronube Technology | Bangalore	Manager, Supply Chain, Six Sigma, Business Intelligence, Production...	Jaipur	Star Vision Placement
Senior Engineer | Aeronube Technology | Bangalore	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Hyderabad	Kadevi Industries Ltd
DevOps Engineer (Production Operations)	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Mumbai, gujarat	Elan Professional Appliances Pvt. Ltd.
Business Analyst	Business intelligence, Troubleshooting, Data modeling, Data management...	Delhi	PNB Housing Finance Ltd.
Sharepoint	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Ahmedabad	Aarna Consultancy
Quant Analyst	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Jaunpur	Golden Orchid
Tableau Developer	Product management, Social media, Analytics, Business intelligence...	Bengaluru	Amazon India Software Dev Centre Pvt Ltd
BIRT Developer	Analytics Consultant, SAS, Regression Modeling, Machine Learning, R, Python...	Bengaluru, Gurgaon, Gurugram	HuQuo
telecaller	MSBI, Training, Freelancing, process, Application, change	Thane	BRINGLE EXCELLENCE
Manager/ Sr.Manager -  Business Application	excel, sas sql, data analysis, data extraction, data management, vba...	Bengaluru, Gurgaon	HuQuo
Sr. Java/ADF/OAF Developer	excel, sas sql, data analysis, data extraction, vba, data management...	Bengaluru, Gurgaon, Gurugram	HuQuo
Microsoft .NET Application Architect	medical, report preparation, data analysis preparation	Kolkata(Anandpur)	Fortis Healthcare Ltd
Senior Software Engineer	SQL, Big Data, R, Team Management, Data Management, Retail Assets, SAP BO	Mumbai	Axis Bank Limited
Sr.Database Developer - Media Industry	Sitecatalyst, Adobe Analytics, Webtrends, Omniture, Digital Analytics...	Gurgaon, Bengaluru	Sapient Consulting Pvt. Ltd
SharePoint Admin	Business Analysis, Business Case, New Business, Data Mining	Mumbai	Brother International (India) Private Limited
DOT NET developer	SAS, Digital Marketing, Campaign Management, Statistical Analysis, R...	Bengaluru	Sapient Consulting Pvt. Ltd
Assembler	UX Designer, Web Development, Dashboards, Analytics, Data Visualization...	Bengaluru(Outer Ring Road South)	BRIDGEi2i Analytics Solutions Private Limited
Information Technology	financial modelling, corporate finance, business valuation...	Mumbai	Aranca (Mumbai) Private Limited
Sr Sharepoint Developer	equity research, investment research, financial modelling, stock analysis...	Mumbai(Powai), Gurgaon(Udyog Vihar)	Aranca (Mumbai) Private Limited
SharePoint Developer	Weka, Numpy, RProgramming, RLanguage, SQL, Hive, Pig, Naive Bayes, SVM...	Pune(Kalyani Nagar+2)	Ascent Technosystems Pvt Ltd
SQL Server Trainer/ Consultant	technology, finance, operations, human resources	Mumbai, Mumbai	JP Morgan Chase
Principal Engineer - Automation	java, jbpm, drools, castor, maven, hibernate, spring, oracle coherence...	Mumbai, Mumbai	JP Morgan Chase
System Admin	SAS, Risk Analytics, Portfolio Analysis, Senior Management	Mumbai	Axis Bank Limited
System Administrator	ETL, Big Data, Hadoop, SQL, Hive	Gurgaon	American Express Services India Pvt. Ltd.
Deputy Manager ? Corporate Sales (Internet Services)	market research, secondary research, market sizing, business research...	Bengaluru	Infiniti Research Marketing Solutions India  Private Limited
Data Analyst	sql developer, sql server developer, database developer, ETL Developer...	Mumbai	GTS e-Services Pvt. Ltd
Consultant	Accounting, Finance Control, Budgeting, Commercial Management...	Gurgaon	RGF Select India
Oracle DBA	Accounting, Finance Control, Budgeting, Financial Analysis...	Gurgaon	RGF Select India
SQL Server Trainer/ Consultant	Investment Banking, market Risk, VaR, Variance Analysis...	Pune	On Demand Agility Software Pvt Ltd
Associate Director-  Information Technology	VAR, SAS SQL, Advanced Excel, Model Validation, Operational Risk...	Bengaluru, Gurgaon, Gurugram	HuQuo
Business Analyst	hive, sql, customer segmentation, business analysis, advanced excel...	Bengaluru, Gurgaon, Gurugram	HuQuo
Sr. Software Developer (Dot net)	banking, credit cards, credit card domain, skill matrix...	Bengaluru, Gurgaon, Gurugram	HuQuo
Software Developer Dot net	Business Analysis, User Training, Functional Consultancy, Consulting...	Delhi NCR, Mumbai, Bengaluru, Chennai	Ramco Systems
Senior Test Engineer - Automation	business analysis, data quality, project management, consulting, mitigation...	Bengaluru, Gurgaon	HuQuo
SAP Big Data and Advanced Analytics Senior Consu Job	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Dadra & Nagar Haveli / Silvassa	Standardisation Solutions
Director  -  Corporate Marketing	Supply Chain, Six Sigma, Business Intelligence, Production, Manufacturing...	Mumbai	Saffron Consultancy Services(scs)
Team Leader  -  Front Office	Service, Business Analyst, Oracle, Business intelligence, Order management,...	Bengaluru	2Soft Solutions Pvt. Ltd.
Client Analyst	Advocate, Back office, Backend, SQL, Logistics, Supply chain...	Hyderabad	Bridge International Academies
Oracle HRMS Technical Consultant [QJ195	Business intelligence, Agile, Service, Data management...	Hyderabad	Novartis Healthcare Pvt. Ltd.
Technical Analyst 4 - Support	Product management, Business intelligence, Data analysis, Analytics...	Mumbai, Pune	TIBCO Software
MSRT Developer	Automation, Python, Business intelligence, TIBCO, Performance testing...	Mumbai, Pune	TIBCO Software
System Administrator	Analytics, Project management, Forecasting, Client management, Data mining,...	Pune	Neal Analytics
SYSTEMS MANAGER (CSE)	ERP, Consulting, Database, Engineer, Oracle, Technology, Engineering	Bengaluru	SAP India Pvt.Ltd
Executive Assistant to CEO	.Net, Oracle, SQL Server, DataWarehouse, Javascript, Angular JS, Bootstrap,...	Pune	MASTERCARD TECHNOLOGIES PRIVATE LIMITED
Digital Marketing Head / Senior Manger	Analytics Specialist, Analytics, R, Python, SQL, Predictive Modelling, data...	Delhi NCR, Mumbai, Gurgaon	TransOrg Analytics
Business Analyst	financial modelling, Quant Analyst, MATLAB, R	Mumbai(Powai)	Aranca (Mumbai) Private Limited
Head - Strategy & Intelligence	Statistical Analysis, Statistical Modeling, Predictive Modeling, CPG...	Bengaluru(Outer Ring Road South)	BRIDGEi2i Analytics Solutions Private Limited
SAP BW on HANA Jobs in Chennai	it head, analytics lead, big data architect, solution architect...	Hyderabad(Madhapur)	ACI INFOTECH
WF Analyst - HRS	technology, finance, operations, human resources	Hyderabad, Hyderabad	JP Morgan Chase
Senior Data Scientist	Investment Banking, SAS Programming, Consumer Banking, Commercial Banking...	Bengaluru, Bangalore East	JP Morgan Chase
Inside Sales Executive	Segmentation, Portfolio Management, Requirement Gathering...	Bengaluru, Bangalore East	JP Morgan Chase
Business Analyst	sas sql, marketing analytics, commercial banking, risk management...	Bengaluru, Bangalore East	JP Morgan Chase
lead software engineer for qa	Hive, SQL, Advanced Excel, Customer Segmentation, Data Management...	Bengaluru, Gurgaon	HuQuo
User Interface / Front End Engineer	sas sql, data extraction, business analysis, data analysis, analytics, r...	Bengaluru, Gurgaon	HuQuo
Manager-Market Research	Machine Learning, Python, Text Mining, Neural Networks, R, Algorithms...	Hyderabad	eKincare - Startup
General Manager : Sales	SAS SQL, Linear Regression, Excel, Ccar, Credit Cards, Banking, Time Series...	Bengaluru, Gurgaon	HuQuo
Pre -Sales	Hive, SQL, Customer Segmentation, Advanced Excel, Business Analysis, SAS...	Bengaluru, Gurgaon	HuQuo
Data Analyst	Hive, SQL, Advanced Excel, Customer Segmentation, Operations...	Bengaluru, Gurgaon	HuQuo
DotNet Architect	Machine Learning, Tensorflow, Machine Learning Engineer, Github, Python...	Delhi NCR	Untrodden Labs - Startup
Seo	Algorithms, NLP, Python, Javascript, MongoDB, Cassandra, Spark...	Bengaluru	ColorTokens Inc.
Pre- Sales Engineer	Excel, Fraud Analytics, Business Analysis, SAS, Customer Service, Strategic...	Bengaluru, Gurgaon	HuQuo
Accountant Associate New Delhi Role: Associate	Hive, SQL, Advanced Excel, Customer Segmentation, Data Management...	Bengaluru, Gurgaon	HuQuo
ETL Development	python, text mining, data structures, data scientist, data science...	Bengaluru, Gurgaon	HuQuo
EMAIL MARKETING SPECIALIST	hive, data science, machine learning, python, r, sql, data mining...	Bengaluru, Gurgaon	HuQuo
Director of Data Science	data analysis, excel, sas sql, data extraction, r, data management...	Bengaluru, Gurgaon	HuQuo
Datawarehouse Architect	marketing analytics, sales, data analytics, churn analytics, r...	Pune(Kharadi)	SG Analytics Pvt. Ltd.
MongoDB Developer	machine learning, data mining, r, data visualization, data analysis...	Pune(Vadgaon Sheri)	Ansh Systems Pvt Ltd
Sales and Marketing Executives	Django, Python, Javascript, MySQL, Postgres, NoSQL, AWS, SQL Queries...	Gurgaon, Delhi	3D India Group
SAP functional consultant	Product Marketing, Market Research, Consumer Insights, Consumer Research...	India	ACH Management Consultant Pvt. Ltd.
Business Analytics	data analysis, analytics, stakeholder management, secondary research...	Gurgaon	Aon Consulting Private Limited
MSCS or Equiv-OBIT	wind resource assessment, wind resource analysis, wra, windpro...	Chennai	Vestas Wind Technology India Pvt Ltd
Java MES Developer /   Lead	Finance, Financial Analysis, Variance Analysis, Management Reporting...	Hyderabad	State Street Corporate Services Mumbai Pvt Ltd.
Project Manager /  Senior Architect	corporate finance, financial analysis, private equity, fund raising...	Noida	Crescendo Global Services
Project Manager /  Senior Architect	Financial Accounting, Finance, Business Process, SAP Implementation...	Mumbai	10XDigitalPro.com
Sr. System Analyst	Base SAS, Logistic Regression, Customer Analytics, Marketing Analytics...	Mumbai	Anantha
Solution Designer	Oracle SQL, Tableau, Excel, Dashboards, Data Analysis, SQL Server...	Hyderabad, Pune	Cotiviti India Private Limited
SharePoint	Natural Language Processing, Text Mining, Text Analytics, Machine Learning,...	Bengaluru	Startup - ConfirmTkt.com
REPORT ANALYTICS	SQL Server, Azure, Biztalk, Java, WCF, .Net, SSRS, Oracle, Big Data...	Trivandrum	Accel  Frontline Limited
Accenture for SCM _ General Manager	market research, Qualtrics, Primary Research, Market Sight...	Mumbai	Evalueserve.com Pvt. Ltd
PHP Developer	Financial Anaylst, FP&A;, Anaylst	Delhi	Ingersoll Rand Technologies & Service Pvt. Ltd.
Sales Manager	Business transformation, Business Analyst, Business Consultant...	Chennai, Hyderabad	Tech Mahindra Ltd
Client Service Director	Data Scientist, coding, Data visualization, Google Cloud, AWS...	Ahmedabad	Tatvic
SR. SOFTWARE ENGINEER	computer science, marketing, google analytics, sql queries, script writing,...	Hyderabad	Milaap - Startup
COMPUTER SYSTEMS ENGINEER	machine learning, data science, data mining, artificial intelligence...	Bengaluru	Yodlee Infotech Private Limited
Marketing and sales	data science, r, machine learning, python, predictive modeling, algorithms,...	Delhi NCR, Gurgaon	Shopclues
Corporate Trainers	Requirement Gathering, Acceptance Testing, Reconciliation, User Training...	Mumbai	Accelya Kale Solutions
