Job_Name,Organization,Location,Skillset,Skillset_list
Senior Business Analyst - SAS Data - Analytics Firm,HuQuo,"Delhi NCR, Gurgaon","sql,businessanalysis,dataanalytics,datamining,sas,vba","['sql', 'businessanalysis', 'dataanalytics', 'datamining', 'sas', 'vba']"
Business Analyst / Senior Business Analyst - Tableau - Banking/ Retail,Premium,Delhi NCR,"tableau,dataanalytics,datainsightsgeneration,sql,analytics,sas","['tableau', 'dataanalytics', 'datainsightsgeneration', 'sql', 'analytics', 'sas']"
Senior Business System Analyst,American Express Services India Pvt. Ltd.,Gurgaon,"etl,bigdata,hadoop,sql,hive","['etl', 'bigdata', 'hadoop', 'sql', 'hive']"
Business Analyst - Information Services ( Peoplesoft - Hrms),Centrum Leap,Delhi,"peoplecode,sqr,peopletools,technofunctional,businessanalysis","['peoplecode', 'sqr', 'peopletools', 'technofunctional', 'businessanalysis']"
Senior Business Analyst - Sas/r/python - Banking Domain,HuQuo,"Bengaluru, Gurgaon","sassql,dataextraction,businessanalysis,dataanalysis,analytics,r","['sassql', 'dataextraction', 'businessanalysis', 'dataanalysis', 'analytics', 'r']"
Assistant Manager/ Manager - Business Analyst/sas - Consulting Firm,HuQuo,"Bengaluru, Gurgaon","hive,sql,customersegmentation,advancedexcel,businessanalysis,sas","['hive', 'sql', 'customersegmentation', 'advancedexcel', 'businessanalysis', 'sas']"
Business Analyst/senior Business Analyst/am - SAS Analytics - Analytic,HuQuo Consulting Pvt. Ltd.,Delhi NCR,"sas,logisticregression,predictivemodeling,r,businessanalysis","['sas', 'logisticregression', 'predictivemodeling', 'r', 'businessanalysis']"
Hiring for SAS Business Analyst role for Gurgaon Location_night Shift,Stratacent India Private Limited,Gurgaon,"sasprogramming,anova,businessanalysis,regressionanalysis","['sasprogramming', 'anova', 'businessanalysis', 'regressionanalysis']"
Hiring for the Position of Business Analyst,BLS International Services Limited,Delhi NCR,"businessanalysis,businesscasedevelopment,strategy","['businessanalysis', 'businesscasedevelopment', 'strategy']"
Business Analyst - Retail & Ecommerce,Vinculum Solutions,"Delhi NCR, Noida","businessanalysis,gapanalysis,datagovernance,dataprofiling","['businessanalysis', 'gapanalysis', 'datagovernance', 'dataprofiling']"
Business Analyst/senior Business Analyst - Retail/ecommerce Industry,Vinculum Solutions,Delhi NCR,"businessanalysis,requirementsmanagement,gapanalysis,datagovernance","['businessanalysis', 'requirementsmanagement', 'gapanalysis', 'datagovernance']"
Quantitative Analyst,Gartner India Research & Advisory Services Pvt Ltd,Gurgaon,"python,algorithms,informationtechnology,datamining,computerscience","['python', 'algorithms', 'informationtechnology', 'datamining', 'computerscience']"
Data Warehousing Engineer - Ecommerce Domain,Premium,Delhi NCR,"hadoop,hive,impala,sqlserver,yarn,mongodb,mysql,bigdata,aws,pig","['hadoop', 'hive', 'impala', 'sqlserver', 'yarn', 'mongodb', 'mysql', 'bigdata', 'aws', 'pig']"
CWT Hiring for Business Reporting Analyst - Gurgaon,CWT India Pvt Ltd,Gurgaon,"bbsales,businessdevelopment,cxo,businessobjects,businessreporting,","['bbsales', 'businessdevelopment', 'cxo', 'businessobjects', 'businessreporting', '']"
Business Analyst,Premium,Noida,"businessanalysis,statisticalanalysis,datacollection,sas,r","['businessanalysis', 'statisticalanalysis', 'datacollection', 'sas', 'r']"
"Data Analyst - Business Development, Noida",Hindustan Latex Family Planning Promotion Trust,Noida,"dataanalysis,businessdevelopment,statistics,mathematics","['dataanalysis', 'businessdevelopment', 'statistics', 'mathematics']"
"Business Analyst, IT Business Analyst, Senior Business Analyst",Antomech Technologies India Private Limited,"Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Kolkata, Ahmedabad, Surat","excel,sas,vba,ba,businessanalytics,businessconsulting","['excel', 'sas', 'vba', 'ba', 'businessanalytics', 'businessconsulting']"
Business Analyst - Ecommerce Business (5-7 lpa),Sales Force India,Delhi NCR,"businessanalysis,advancedexcel,dataanalysis,businessreporting,var","['businessanalysis', 'advancedexcel', 'dataanalysis', 'businessreporting', 'var']"
Calypso Business Analyst,HEADSTRONG SERVICES INDIA PRIVATE LIMITED,"Noida, Germany","businessanalysis,functionalanalysis,referencedata,datamodeling","['businessanalysis', 'functionalanalysis', 'referencedata', 'datamodeling']"
Head - Engineering,Analytics Vidhya,Gurgaon,"javascript,php,wordpress,python,angularjs,django,neoj,webhosting","['javascript', 'php', 'wordpress', 'python', 'angularjs', 'django', 'neoj', 'webhosting']"
"Product Manager, Growth",StyleDotMe - Startup,Delhi,"productmanagement,marketing,strategy,statisticalanalysis,quantitative","['productmanagement', 'marketing', 'strategy', 'statisticalanalysis', 'quantitative']"
ACN - Digital - Analytics - Customer Analytics - 11,Accenture,Gurgaon,"plsql,sas,businessintelligence,algorithms,service,storedprocedures","['plsql', 'sas', 'businessintelligence', 'algorithms', 'service', 'storedprocedures']"
Business Analyst,Confidential,Noida,"usecases,reinsurance,underwriting,policyservicing,businessanalysis","['usecases', 'reinsurance', 'underwriting', 'policyservicing', 'businessanalysis']"
Business Solutions Analyst,Adobe Systems India Pvt. Ltd.,Noida,"tableau,dataanalysis,msexcel,datavisualization,powerbi","['tableau', 'dataanalysis', 'msexcel', 'datavisualization', 'powerbi']"
Business Analyst - Insurance Domain,Spade Infotech Pvt. Ltd.,Gurgaon,"businessanalysis,businessdevelopment,dataanalysis,projectexecution","['businessanalysis', 'businessdevelopment', 'dataanalysis', 'projectexecution']"
Business Analyst  -  Payroll Acounting,GBT India Private Limited,Gurgaon,"recruitment,payroll,dataanalysis,analytics,auditing,emea","['recruitment', 'payroll', 'dataanalysis', 'analytics', 'auditing', 'emea']"
Business Analyst,GBT India Private Limited,Gurgaon,"recruitment,analytics,msaccess,automation,dataintegrity","['recruitment', 'analytics', 'msaccess', 'automation', 'dataintegrity']"
Associate - Data Science Specialist (active Equity),BlackRock Services India Pvt. Ltd.,Gurgaon,"datascience,textanalytics,relationshipmanagement,strategy","['datascience', 'textanalytics', 'relationshipmanagement', 'strategy']"
Aso/assistant Manager - NLP Expert - Asset Management firm (4-8 Years),Crescendo Global Services,Delhi NCR,"deeplearning,machinelearning,nlp,neuralnetworks,python,datascience","['deeplearning', 'machinelearning', 'nlp', 'neuralnetworks', 'python', 'datascience']"
Senior Analyst - Digital Marketing Domain,DecisionTree Analytics,Gurgaon,"businessanalysis,businessintelligence,marketinganalysis","['businessanalysis', 'businessintelligence', 'marketinganalysis']"
Data Analyst - Analytics - Retail Domain,DecisionTree Analytics,Gurgaon,"businessanalysis,dataanalysis,predictivemodeling,businessanalytics","['businessanalysis', 'dataanalysis', 'predictivemodeling', 'businessanalytics']"
Quality Assurance - Lead,Kwantics,Noida,"bpo,customercare,callquality,contactcenter,qualityassurance,qa","['bpo', 'customercare', 'callquality', 'contactcenter', 'qualityassurance', 'qa']"
Associate - Data Science Specialist (active Equity),BlackRock Services India Pvt. Ltd.,Gurgaon,"finance,relationshipmanagement,finalquality,strategy","['finance', 'relationshipmanagement', 'finalquality', 'strategy']"
"Senior Business Analyst - Bigdata - Gurgaon, Haryana","Optum, a UnitedHealth Group Company",Gurgaon,"businessanalysis,businesssolutions,projectmanagement,businessprocess","['businessanalysis', 'businesssolutions', 'projectmanagement', 'businessprocess']"
Business Analyst- Iit/nit,Gartner India Research & Advisory Services Pvt Ltd,Gurgaon,"analytical,informationtechnology,careerdevelopment,coaching","['analytical', 'informationtechnology', 'careerdevelopment', 'coaching']"
Sr. Manager- Management Reporting/ Business Performance Analyst,Eli Research India Private limited,Faridabad,"misreporting,varianceanalysis,businessreporting,managementreporting,","['misreporting', 'varianceanalysis', 'businessreporting', 'managementreporting', '']"
Data Analyst - Nit/iit,SpectraMedix,Gurgaon,"machinelearning,sql,python,datamanipulation,r,datavisualization","['machinelearning', 'sql', 'python', 'datamanipulation', 'r', 'datavisualization']"
"Data Engineer (python, Django, SQL) - IITs / BITs / NITs",3D India Group,"Gurgaon, Delhi","django,python,javascript,mysql,postgres,nosql,aws,sqlqueries","['django', 'python', 'javascript', 'mysql', 'postgres', 'nosql', 'aws', 'sqlqueries']"
Data Science Engineer - Machine Learning,Kalagato- Startup,Delhi NCR,"machinelearning,datascienceengineer,datascience,algorithmdesign","['machinelearning', 'datascienceengineer', 'datascience', 'algorithmdesign']"
Assistant Manager - Senior Business Analyst - SAS Modelling - BFS,HuQuo Consulting Pvt. Ltd.,"Delhi NCR, Gurgaon","businessanalyst,sasmodelling,sas,statistics,forecasting","['businessanalyst', 'sasmodelling', 'sas', 'statistics', 'forecasting']"
"Sr. Business Analyst with Immediate US Travel @ Compunnel, Noida",Compunnel Technology India Private Limited,Noida(Sector-62 Noida),"businessanalysis,datamodeling,enterpriseapplications,businessanalyst","['businessanalysis', 'datamodeling', 'enterpriseapplications', 'businessanalyst']"
Lead Business Analyst,FIL India Business and Research Services Private Limited,Gurgaon,"equity,marketdata,fixedincomederivatives,businessanalysis,visio","['equity', 'marketdata', 'fixedincomederivatives', 'businessanalysis', 'visio']"
Computer Scientist,Confidential,Noida,"java,python,oracle,machinelearning,aws,mysql,etl,datamodeling","['java', 'python', 'oracle', 'machinelearning', 'aws', 'mysql', 'etl', 'datamodeling']"
Hiring Java Consultant - Gurgaon,Xebia IT Architects India Pvt Ltd,Gurgaon,"javascript,css,jquery,spring,html,bootstrap,mysql,java","['javascript', 'css', 'jquery', 'spring', 'html', 'bootstrap', 'mysql', 'java']"
Scripting Developer,Convegenius Global-Startup,Noida,"mysql,java,php,nosql,python,xmpp,rest,perl,serverside,sockets","['mysql', 'java', 'php', 'nosql', 'python', 'xmpp', 'rest', 'perl', 'serverside', 'sockets']"
Product Manager,Carpathy-Startup,Gurgaon,"productmanagement,productdevelopment,dataanalytics","['productmanagement', 'productdevelopment', 'dataanalytics']"
Paytm is Hiring Business Analyst,One97 Communications Limited,Delhi NCR,"spark,tableau,bigdata,sql,campaigns,hive,analytics,python,r","['spark', 'tableau', 'bigdata', 'sql', 'campaigns', 'hive', 'analytics', 'python', 'r']"
Tech Mahindra is Hiring for BA with Bi.data Scientis EXP IS MUST,Tech Mahindra Business Services Limited,"Pune, Noida","tableau,excel,sql,powerbi,analytics,projectlifecycle","['tableau', 'excel', 'sql', 'powerbi', 'analytics', 'projectlifecycle']"
Senior Associate - Data Science,Sapient,"Gurgaon, Bangalore","datascience,machinelearning,deeplearning,python,r,","['datascience', 'machinelearning', 'deeplearning', 'python', 'r', '']"
Senior Engineer/ Team Lead- BI,Cyber Group India Private Limited,Noida,"rprogramming,sasbi,matlab,regression,statistics,statisticalanalysis","['rprogramming', 'sasbi', 'matlab', 'regression', 'statistics', 'statisticalanalysis']"
Specialist â€“ Data Science,Sapient,"Gurgaon, Bangalore","datascience,machinelearning,deeplearning,python,r,","['datascience', 'machinelearning', 'deeplearning', 'python', 'r', '']"
Specialist - Data Science,Sapient Consulting Pvt. Ltd,"Bengaluru, Gurgaon","deeplearning,r,datascience,linearregression,sqlqueries","['deeplearning', 'r', 'datascience', 'linearregression', 'sqlqueries']"
Engineering Manager,Adobe Systems India Pvt. Ltd.,Noida,"productmanagement,salessupport,engineeringmanagement","['productmanagement', 'salessupport', 'engineeringmanagement']"
Data Engineer  ( Delhi ),StriveX Consulting Pvt. Ltd,Delhi NCR,"mysql,json,datascience,python,nosql,xml,sql,machinelearning","['mysql', 'json', 'datascience', 'python', 'nosql', 'xml', 'sql', 'machinelearning']"
"Business Analyst,",Clearway Advisors,Gurgaon,"businessanalysis,businessanalyst,analyst,data,dataanalyst","['businessanalysis', 'businessanalyst', 'analyst', 'data', 'dataanalyst']"
Assistant Manager - Senior Business Analyst - SAS Modelling - BFS,HuQuo Consulting Pvt. Ltd.,"Delhi NCR, Gurgaon","linearregression,logisticregression,timeseriesanalysis","['linearregression', 'logisticregression', 'timeseriesanalysis']"
Assistant Manager/ Manager - Business Analyst/sas - Consulting Firm,HuQuo Consulting Pvt. Ltd.,"Bengaluru, Gurgaon, Gurugram","hive,sql,customersegmentation,advancedexcel,businessanalysis,sas","['hive', 'sql', 'customersegmentation', 'advancedexcel', 'businessanalysis', 'sas']"
Business Analyst - SAS - Retail & Banking,HuQuo Consulting Pvt. Ltd.,"Bengaluru, Gurgaon, Gurugram","hive,sql,customersegmentation,advancedexcel,businessanalysis,sas","['hive', 'sql', 'customersegmentation', 'advancedexcel', 'businessanalysis', 'sas']"
Data Engineer,Kelly Services India Pvt. Ltd.,Gurgaon(C Block Sushant Lok Phase - I),"django,python,javascript,mysql,postgres,nosql,aws,sqlqueries","['django', 'python', 'javascript', 'mysql', 'postgres', 'nosql', 'aws', 'sqlqueries']"
Business Analyst,Clearway Advisors,Gurgaon,"dataanalyst,data,analytics,businessmodeling,businessanalytics","['dataanalyst', 'data', 'analytics', 'businessmodeling', 'businessanalytics']"
Senior Business Analyst - Sas/vba,Premium,"Delhi NCR, Gurgaon","sassql,sasenterpriseguide,sasprogramming,basesas,excel","['sassql', 'sasenterpriseguide', 'sasprogramming', 'basesas', 'excel']"
Business Analyst,Premium,"Noida, Navi Mumbai","businessanalyst,businessanalysis,databasedesign,softwaredevelopment,","['businessanalyst', 'businessanalysis', 'databasedesign', 'softwaredevelopment', '']"
Urgent Hiring_sr Developer in Core Java_(5-8) Yrs_gurgaon_alqimi India,Alqimi India Private Limited,Gurgaon,"lucene,jee,corejava,solr,designpatterns,bigdata","['lucene', 'jee', 'corejava', 'solr', 'designpatterns', 'bigdata']"
Sr Business Analyst (banking & Wealth Management Exp),TRH Consultancy Services,Greater Noida,"businessanalyst,seniorbusinessanalyst,research,datacollection","['businessanalyst', 'seniorbusinessanalyst', 'research', 'datacollection']"
SFDC Business Analyst,Premium,Greater Noida,"salesforce,lifecycle,businessanalysis,softwaredevelopment","['salesforce', 'lifecycle', 'businessanalysis', 'softwaredevelopment']"
Software Engineer/sr. Software Engineer-neo4j (graph Database),Bold Technology Systems Private Limited,Noida,"softwareengineering,graphdatabase,neoj,python,ruby,java,php","['softwareengineering', 'graphdatabase', 'neoj', 'python', 'ruby', 'java', 'php']"
Lead Data Engineer,Premium,"Delhi NCR, Bengaluru, Hyderabad, Chennai","textmining,java,machinelearning,python,r,datamining,spark,hadoop,","['textmining', 'java', 'machinelearning', 'python', 'r', 'datamining', 'spark', 'hadoop', '']"
Statistician,Pushpak Electric Vehicles,Delhi NCR(Rohini),"electricvehicle,statisticalanalysis,statisticalmodeling,statistics","['electricvehicle', 'statisticalanalysis', 'statisticalmodeling', 'statistics']"
We are Looking for Candidates for Big Data Engineer Role- Gurgaon,McKinsey Knowledge Centre India Pvt Ltd,Gurgaon,"hadoop,mssql,spark,java,scala,hive,dataintegration,etl,postgresql","['hadoop', 'mssql', 'spark', 'java', 'scala', 'hive', 'dataintegration', 'etl', 'postgresql']"
Urgent Hiring_sr. Front End-web Developer_(5-8)yrs_gurgaon,Alqimi India Private Limited,Gurgaon,"javascript,grunt,jquery,ajax,angularjs,html,jspservlets,git","['javascript', 'grunt', 'jquery', 'ajax', 'angularjs', 'html', 'jspservlets', 'git']"
"Manager, Service Operations",Gartner India Research & Advisory Services Pvt Ltd,Gurgaon,"tools,informationtechnology,careerdevelopment,coaching,datamining","['tools', 'informationtechnology', 'careerdevelopment', 'coaching', 'datamining']"
Lead - Data Engineer,Best IT Quest Pvt. Ltd,Gurgaon,"teradata,alteryx,sql,bigdata,hadoop,dataengineering,datalake","['teradata', 'alteryx', 'sql', 'bigdata', 'hadoop', 'dataengineering', 'datalake']"
Senior Business Analyst,PEOPLEKAPITAL CONSULTING PVT. LTD,Delhi NCR,"businessanalysis,consulting,marketresearch,marketing,dataanalysis","['businessanalysis', 'consulting', 'marketresearch', 'marketing', 'dataanalysis']"
Manager - Analytics - BFSI,Premium,"Delhi NCR, Gurgaon","manageranalytics,analytics,marketing,credit,fraudriskmanagement","['manageranalytics', 'analytics', 'marketing', 'credit', 'fraudriskmanagement']"
Looking for a Python Developer for Gurgaon | Permanent Position,aasaanjobs private limited,Gurgaon,"django,python,mysql,aws","['django', 'python', 'mysql', 'aws']"
Data Analytics / Data Science - SAS / SPSS / R / Python - MNC,SLA Consultants India,"Delhi NCR, Gurgaon, Noida","dataanalyst,reportinganalyst,sas,statistics,sasprogrammer","['dataanalyst', 'reportinganalyst', 'sas', 'statistics', 'sasprogrammer']"
Head - Analytics & Data Science - KPO,Premium,Delhi NCR,"productsales,productmarketing,nosql,mysql,java,datascience,machine","['productsales', 'productmarketing', 'nosql', 'mysql', 'java', 'datascience', 'machine']"
"Data Scientist II - Gurgaon , HR (750198)",United Health Group Information Services Pvt. Ltd.,Gurgaon,"scientistii,hrmanager,claims,analytics,sas,sql,healthcare","['scientistii', 'hrmanager', 'claims', 'analytics', 'sas', 'sql', 'healthcare']"
Bsc/b.com/b.a. Candidates Requirment,Track2Career,Delhi NCR,"dataentry,dataentryoperator,computeroperator","['dataentry', 'dataentryoperator', 'computeroperator']"
Data Analytics / Data Science - SAS / SPSS / R / Python / RPA - MNC,SLA Consultants India,"Delhi NCR, Greater Noida, Gurgaon","dataanalyst,reportinganalyst,sas,statistics,sasprogrammer","['dataanalyst', 'reportinganalyst', 'sas', 'statistics', 'sasprogrammer']"
R Programmer,Deal4loans - Startup,Delhi NCR,"dataanalysis,mathematics,datamining,r,statisticalprogramming","['dataanalysis', 'mathematics', 'datamining', 'r', 'statisticalprogramming']"
Full Stack Developer - Angularjs/react.js,Roadzen Technologies - Startup,Delhi NCR,"javascript,nodejs,reactjs,angularjs,css,html,mongodb,nosql","['javascript', 'nodejs', 'reactjs', 'angularjs', 'css', 'html', 'mongodb', 'nosql']"
Senior Analyst,Dunnhumby IT Services India Private Limited,Gurgaon,"logisticregression,machinelearning,excelpowerpoint,python,statistics","['logisticregression', 'machinelearning', 'excelpowerpoint', 'python', 'statistics']"
RPA Lead,Ericsson,Gurgaon,"rpalead,rpa,vba,sap,tsql,dotnet,sqlserver,etl,datawarehouse","['rpalead', 'rpa', 'vba', 'sap', 'tsql', 'dotnet', 'sqlserver', 'etl', 'datawarehouse']"
Sr. Solution Analyst,Ericsson,Gurgaon,"sqldevelopment,financialaccounting,datascience,processimprovement","['sqldevelopment', 'financialaccounting', 'datascience', 'processimprovement']"
Lead - Data Engineer,Premium,Gurgaon,"mssql,scala,spark,dataintegration,java,postgresql,hadoop,etl","['mssql', 'scala', 'spark', 'dataintegration', 'java', 'postgresql', 'hadoop', 'etl']"
Master Data Management Engineer - Websphere Commerce,Premium,"Gurgaon, Gurugram","dataquality,masterdatamanagement,dataarchitecture,webspherecommerce","['dataquality', 'masterdatamanagement', 'dataarchitecture', 'webspherecommerce']"
Data Engineer,Premium,"Delhi, Gurgaon","django,python,javascript,mysql,postgres,nosql,aws,sqlqueries","['django', 'python', 'javascript', 'mysql', 'postgres', 'nosql', 'aws', 'sqlqueries']"
Business Analyst - Media,Premium,Delhi NCR,"datavisualization,advancedexcel,businessanalysis,technicalwriting","['datavisualization', 'advancedexcel', 'businessanalysis', 'technicalwriting']"
Business Analyst,Premium,Delhi NCR,"datavisualization,advancedexcel,businessanalysis,technicalwriting","['datavisualization', 'advancedexcel', 'businessanalysis', 'technicalwriting']"
Devops Engineer,RateGain Travel technologies Pvt. Ltd.,Noida,"c,java,python,ansible,softwareengineering,docker,microservices","['c', 'java', 'python', 'ansible', 'softwareengineering', 'docker', 'microservices']"
Sr. Recruiter - Analytics Hiring,McKinsey Knowledge Centre India Pvt Ltd,Gurgaon,"analyticshiring,analytics,talentacquisition,humanresource,recruiter,","['analyticshiring', 'analytics', 'talentacquisition', 'humanresource', 'recruiter', '']"
Backend Developer,Startup - Elucidata Corporation,Delhi,"mysql,postgres,django,git,aws,docker,drugdiscovery","['mysql', 'postgres', 'django', 'git', 'aws', 'docker', 'drugdiscovery']"
Lead Business Analyst,American Express Company,Gurgaon,"automation,analytics,customerservice,datamanagement,tools","['automation', 'analytics', 'customerservice', 'datamanagement', 'tools']"
Business Analyst,Kairos Consulting,"Delhi NCR, Noida, Gurgaon","sassql,businessanalysis,r,sas,clustering,regression,datamodeling","['sassql', 'businessanalysis', 'r', 'sas', 'clustering', 'regression', 'datamodeling']"
"Data Scientist II - Gurgaon , HR",WellMed Medical Management,Gurgaon,"operations,support,analytics,healthcare,scientistii,level,technical,","['operations', 'support', 'analytics', 'healthcare', 'scientistii', 'level', 'technical', '']"
Business Analyst,MANFRA,"Delhi NCR, Mumbai","realestatesales,businessanalyst,financeanalyst,analyst,dataanalyst","['realestatesales', 'businessanalyst', 'financeanalyst', 'analyst', 'dataanalyst']"
Business Analyst- Health care Sector with US Client,Lib Cap InfoTech Solutions Pvt Ltd,Noida,"businessanalysis,brd,uat,dataanalysis,agile,projectlifecycle","['businessanalysis', 'brd', 'uat', 'dataanalysis', 'agile', 'projectlifecycle']"
Con / Sr Con - Machine Learning,Pylon Management Consulting Pvt Ltd,Gurgaon,"r,datascience,machinelearning,datamining,analytics,statistics","['r', 'datascience', 'machinelearning', 'datamining', 'analytics', 'statistics']"
Data Engineer (Python and Cassandra),Srijan Technologies Pvt. Ltd.,Delhi,"frontend,managerqualityassurance,linux,git,mysql,html,javascript","['frontend', 'managerqualityassurance', 'linux', 'git', 'mysql', 'html', 'javascript']"
Business Analyst,Infodart Technologies India Ltd.,Gurgaon,"sdlc,businessanalysis,businesscasedevelopment,businessanalyst","['sdlc', 'businessanalysis', 'businesscasedevelopment', 'businessanalyst']"
Data Scientist,T & A Solutions,Gurgaon,"python,sas,workflow,algorithms,clustering,matlab","['python', 'sas', 'workflow', 'algorithms', 'clustering', 'matlab']"
Associate Director -  Data Scientist,United Health Group Information Services Pvt. Ltd.,Noida,"associatedirector,analytical,pharmacy,claims,dataanalysis,sql","['associatedirector', 'analytical', 'pharmacy', 'claims', 'dataanalysis', 'sql']"
Associate Director - Data Scientist,WellMed Medical Management,Noida,"sql,analytics,dataanalysis,riskmanagement,subjectmatterexpert","['sql', 'analytics', 'dataanalysis', 'riskmanagement', 'subjectmatterexpert']"
Job: Software Engineer Data Scientist Gurgaon,Riviera Recruitment,Gurgaon,"software,javascript,mvc,opensource,algorithms,businessanalysis","['software', 'javascript', 'mvc', 'opensource', 'algorithms', 'businessanalysis']"
Data Scientist,Lybrate,"Delhi, Faridabad","healthcare,analytics,datamining,php,sqlperl,python,algorithms","['healthcare', 'analytics', 'datamining', 'php', 'sqlperl', 'python', 'algorithms']"
Data Scientist,Profisor Services Pvt. Ltd.,Gurgaon,"algorithms,agile,consulting,healthcare,rfp,datamining,bfsi","['algorithms', 'agile', 'consulting', 'healthcare', 'rfp', 'datamining', 'bfsi']"
Data Scientist,Ank Aha Private Limited,Delhi,"spss,macros,mysql,graphics,python,policies,econometrics,algorithms","['spss', 'macros', 'mysql', 'graphics', 'python', 'policies', 'econometrics', 'algorithms']"
Principal Modeler / Data Scientist -  ,"Risk Management Solutions, Inc.",Noida,"analytics,actuarial,sql,dataanalysis,reinsurance,datamining","['analytics', 'actuarial', 'sql', 'dataanalysis', 'reinsurance', 'datamining']"
Data Scientist,Synaptic,Gurgaon,"analytical,datamining,businessanalytics,machinelearning,graph","['analytical', 'datamining', 'businessanalytics', 'machinelearning', 'graph']"
Data Scientist,Diverse Lynx India Pvt. Ltd,"Gurgaon, haryana","sqlserver,sas,datamining,python,ref,english,email","['sqlserver', 'sas', 'datamining', 'python', 'ref', 'english', 'email']"
Data Scientist,DigiLantern,Delhi,"recruitment,hr,consulting,webdevelopment,businesspartnering,focus","['recruitment', 'hr', 'consulting', 'webdevelopment', 'businesspartnering', 'focus']"
Data Scientist,Fitfyles LLP,Delhi,"healthcare,forecasting,analytical,matlab,logisticregression","['healthcare', 'forecasting', 'analytical', 'matlab', 'logisticregression']"
Data Scientist Jobs,Right Step Consulting,Noida,"sql,python,businessintelligence,analyticssoftwareservices,analytical,","['sql', 'python', 'businessintelligence', 'analyticssoftwareservices', 'analytical', '']"
data scientist - biotechnology Jobs,Right Step Consulting,Delhi,"analytical,mining,kpo,dataanalysis,analytics,evaluation,operations","['analytical', 'mining', 'kpo', 'dataanalysis', 'analytics', 'evaluation', 'operations']"
Data Scientist,Agnitio Technologies Private Limited ,Noida,"sql,javascript,xml,businessobjects,sas,databasedesign,dataanalysis","['sql', 'javascript', 'xml', 'businessobjects', 'sas', 'databasedesign', 'dataanalysis']"
Data Scientist,Mahajan Imaging,"Hyderabad, Bengaluru, Delhi","clinicalresearch,radiology,ultrasound,imaging,sql,mammography","['clinicalresearch', 'radiology', 'ultrasound', 'imaging', 'sql', 'mammography']"
Senior Engg.-Data Scientist Distributed Energy Resource Analytics,"ICF International, Inc.",Delhi,"senior,consulting,analytics,msoffice,analytical","['senior', 'consulting', 'analytics', 'msoffice', 'analytical']"
Data Scientist,Mahajan Imaging,Delhi,"sql,clinicalresearch,medical,dataanalytics,medicalimaging,focus","['sql', 'clinicalresearch', 'medical', 'dataanalytics', 'medicalimaging', 'focus']"
Associate Data Scientist,Right Step Consulting,Noida,"sql,javascript,linux,python,businessintelligence,elearning","['sql', 'javascript', 'linux', 'python', 'businessintelligence', 'elearning']"
Lead - Data Scientist,Hike Ltd,"Bengaluru, Delhi","python,messaging,datamining,machinelearning,tools","['python', 'messaging', 'datamining', 'machinelearning', 'tools']"
Data scientist,Gramener,"Hyderabad, Bengaluru, Ghaziabad","html,python,presales,opensource,businessanalysis,consulting","['html', 'python', 'presales', 'opensource', 'businessanalysis', 'consulting']"
"Senior Data Scientist - Noida, Uttar Pradesh (742634)",United Health Group Information Services Pvt. Ltd.,Noida,"service,healthcare,teammanagement,tools,msoffice,businessoperations","['service', 'healthcare', 'teammanagement', 'tools', 'msoffice', 'businessoperations']"
Lead - Data Engineer,Best IT Quest Pvt. Ltd,Gurgaon,"dataengineer,dataengineering,bigdata","['dataengineer', 'dataengineering', 'bigdata']"
"Hiring for Sr. Business Analyst ( Sql,hadoop,msbi,tableau ) :: Gurgaon",People Staffing Solutions,Gurgaon,"businessanalysis,sql,msbiconsultant,msbi","['businessanalysis', 'sql', 'msbiconsultant', 'msbi']"
Data Scientist_research/analytics_gurgaon,V- Konnect Associates,Delhi NCR,"hive,hbase,nosql,pig,cassandra,bigdata,sql,machinelearning","['hive', 'hbase', 'nosql', 'pig', 'cassandra', 'bigdata', 'sql', 'machinelearning']"
Associate Director - Data Science,ABC Consultants Pvt Ltd,Delhi NCR,"datascience,python,warehousingsolutions,datavisualisation,reporting","['datascience', 'python', 'warehousingsolutions', 'datavisualisation', 'reporting']"
Technical Lead - Data Scientist - Bangalore (Multiple Locations),WellMed Medical Management,Gurgaon,"algorithms,dataanalysis,datamining,tools,ideas,research,support","['algorithms', 'dataanalysis', 'datamining', 'tools', 'ideas', 'research', 'support']"
Technical Lead - Data Scientist - Bangalore (Multiple Locations),United Health Group Information Services Pvt. Ltd.,Gurgaon,"technicallead,python,algorithms,agile,msc,informationtechnology","['technicallead', 'python', 'algorithms', 'agile', 'msc', 'informationtechnology']"
Data Scientist,MAVEN WAVE PARTNERS (INDIA)PVT. LTD.,"Chandigarh, Gurgaon","sql,apache,python,applicationdevelopment,algorithms,consulting","['sql', 'apache', 'python', 'applicationdevelopment', 'algorithms', 'consulting']"
Senior Data Scientist,Chegg Inc.,Delhi,"seo,tools,analytical,forecasting,businessoperations,dataanalysis","['seo', 'tools', 'analytical', 'forecasting', 'businessoperations', 'dataanalysis']"
Data Scientist,Fractal Analytics Ltd,Gurgaon,"linux,python,algorithms,rdbms,agile,consulting,cloudcomputing","['linux', 'python', 'algorithms', 'rdbms', 'agile', 'consulting', 'cloudcomputing']"
Assistant Manager Data Scientist,SunGard Solutions (India) Pvt Ltd,Gurgaon,"php,perl,automation,python,consulting,ruby,unittesting","['php', 'perl', 'automation', 'python', 'consulting', 'ruby', 'unittesting']"
